Id,date,platform,title,News content,Label
11,2024-01-12,AJPalestine,مادورو: فلسطين أكثر قضية محقة,"مادورو: فلسطين أكثر قضية محقة للإنسانية
#حرب_غزة",Real
12,2024-02-12,AJPalestine,معلمات ببادرن بمواصلة المسيرة التعليمية,معلمات ببادرن بمواصلة المسيرة التعليمية لأطفال قطاع غزة برغم استمرار الحرب الإسرائيلية #حرب_غزة,Real
13,2024-02-12,AJPalestine,عاجل | مراسل #الجزيرة: -,"عاجل | مراسل #الجزيرة:
- محاصرون في بيت لاهيا شمال غزة يناشدون إدخال الطعام والماء والدواء بعد 60 يوما من الحصار
- مصابون إثر قصف من مسيرة إسرائيلية في جباليا البلد شمالي قطاع غزة",Real
14,2024-02-12,AJPalestine,أطفال غزة يناشدون كسر التجويع,أطفال غزة يناشدون كسر التجويع المفروض عليهم #حرب_غزة #فيديو,Real
15,2024-02-12,AJPalestine,انهيار فلسطينية أمام جثامين أولادها,انهيار فلسطينية أمام جثامين أولادها وأقاربها في غزة #حرب_غزة #فيديو,Real
16,2024-02-12,AJPalestine,عاجل | مدير المستشفيات الميدانية,عاجل | مدير المستشفيات الميدانية في قطاع غزة للجزيرة: الاحتلال الإسرائيلي يسعى بصورة ممنهجة لتدمير المنظومة الصحية,Real
17,2024-02-12,AJPalestine,تشيليون يتظاهرون في اليوم العالمي,"تشيليون يتظاهرون في اليوم العالمي للتضامن مع الشعب الفلسطيني
#فيديو #حرب_غزة",Real
18,2024-02-12,AJPalestine,مدير وزارة الصحة الفلسطينية في,"مدير وزارة الصحة الفلسطينية في غزة للجزيرة: 
- الكثير من المصابين يتوفون في الشوارع بسبب نقص الإمكانات الطبية
- هناك أنواع من الحروق لم نشهدها من قبل وجثث كاملة تبخرت
#الجزيرة",Real
19,2024-02-12,AJPalestine,مظاهرة في روما تضامناً مع,"مظاهرة في روما تضامناً مع الفلسطينيين في غزة
#فيديو #حرب_غزة",Real
20,2024-02-12,AJPalestine,استشهد أكثر من 40 فلسطينيا,"استشهد أكثر من 40 فلسطينيا في قصف إسرائيلي بتل الزعتر شمال قطاع غزة
#الجزيرة #الأخبار",Real
21,2024-02-12,AJPalestine,بوجود مجسم لنتنياهو.. احتجاج على,"بوجود مجسم لنتنياهو.. احتجاج على الهجمات الإسرائيلية على فلسطين ولبنان في العاصمة السويدية ستوكهولم
#فيديو #حرب_غزة",Real
22,2024-03-12,AJPalestine,طفلة تتمسك بوالدها المصاب خلال,"طفلة تتمسك بوالدها المصاب خلال نقله بعد إصابته بقصف على بيت لاهيا شمال قطاع غزة
#الجزيرة #فيديو",Real
23,2024-03-12,AJPalestine,نازحون وجائعون وتحت القصف.. تفاقم,"نازحون وجائعون وتحت القصف.. تفاقم الوضع الإنساني لسكان قطاع غزة بسبب الحرب
#الأخبار
#حرب_غزة",Real
24,2024-03-12,AJPalestine,مراسل #الجزيرة: 8 شهداء في,مراسل #الجزيرة: 8 شهداء في القصف الإسرائيلي المتواصل على قطاع غزة منذ فجر اليوم,Real
25,2024-03-12,MisbarFC,"""المقاطعة من أجل أهل غزة","""المقاطعة من أجل أهل غزة وأهل غزة غير مقاطعين""❗ 
 
اضطرارية سكان #غزة لاستهلاك ما هو متاح في الأسواق تجعلهم موضع اتّهام بعدم الالتزام في حملات #المقاطعة، ما يُستغل لتقويض صدقية الحملة. 
ما حقيقة الأمر؟ وما أحدث نتائج المقاطعة؟ 
 
📌  اقرأ هنا: https://msbr.co/kyu18",Fake
26,2024-03-12,AJPalestine,كـ.تائب الـ.قـ.سام: قنصنا جنديا صـ.هـ.يونيا,كـ.تائب الـ.قـ.سام: قنصنا جنديا صـ.هـ.يونيا قرب دوار زمو شرق مدينة جباليا شمال قطاع غزة,Real
27,2024-03-12,AJPalestine,"""بدنا حبة طحين"".. أطفال يسترقون","""بدنا حبة طحين"".. أطفال يسترقون النظر من فتحة في جدار مخازن الأونروا بخان يونس
#فيديو #حرب_غزة",Real
28,2024-03-12,AJPalestine,عاجل | مراسل #الجزيرة: -,"عاجل | مراسل #الجزيرة:
- 3 شهداء وعدد من المصابين في قصف إسرائيلي على بلدة بيت لاهيا شمالي قطاع غزة
- شهيد في قصف جوي إسرائيلي على بلدة النصر شمال شرقي #رفح جنوبي قطاع غزة",Real
29,2024-03-12,AJPalestine,أيقونة الإغاثة بشمال غزة.. استشهاد,"أيقونة الإغاثة بشمال غزة.. استشهاد محمود المدهون منسق تكية الشمال في مشروع بيت لاهيا 
#رقمي #حرب_غزة",Real
30,2024-03-12,AJPalestine,طفلة بغزة تروي مشقة النزوح,"طفلة بغزة تروي مشقة النزوح بمقطع غنائي
#فيديو #حرب_غزة",Real
31,2024-03-12,AJPalestine,قناة 12 الإسرائيلية: - تحقيق,"قناة 12 الإسرائيلية:
- تحقيق للجيش بأحداث 7 أكتوبر كشف أن هذا المفهوم الخاطئ شكل استجابة غير مناسبة للتهديدات
- تحقيق الجيش سيعرض على رئيس الأركان بعد أسبوعين لاتخاذ قرارات بشأن عدد من القيادات
- تحقيق الجيش كشف أن قيادة الجنوب قدرت أن خطة حماس غير منطقية ولم تتحرك رغم تحذيرات مسبقة
- تحقيق الجيش كشف عن ثقة المنظومة العسكرية بأن الجدار الأمني على حدود غزة لا يمكن اقتحامه
- تحقيق الجيش كشف عن الاعتماد الكبير على وسائل تكنولوجية على حدود غزة سقطت واحدة تلو أخرى
- تحقيق الجيش كشف أن تقليص القوات الأمنية على حدود غزة كان سببا في التفوق العددي لحماس",Real
32,2024-03-12,AJPalestine,معرض تضامني مع غزة وصحفييها,"معرض تضامني مع غزة وصحفييها في سراييفو البوسنية
#فيديو #حرب_غزة",Real
33,2024-04-12,AJPalestine,دهستها الأقدام أمام المخبز.. معاناة,"دهستها الأقدام أمام المخبز.. معاناة المواطنين بغزة تتجسد في وفاة الطفلة زينة خنقًا تحت أقدام المتزاحمين حول فرن الخبز للحصول على رغيف
#الجزيرة #فيديو",Real
34,2024-04-12,AJPalestine,رصاصة استخرجها الأطباء من جسد,"رصاصة استخرجها الأطباء من جسد طفلة لا تتجاوز العامين بعد إصابتها بها من طائرة مسيرة للاحتلال داخل مدرسة إيواء في دير البلح وسط قطاع غزة
#الجزيرة #صورة",Real
35,2024-04-12,AJPalestine,استشهاد 5 فلسطينيين بينهم طفلان,"استشهاد 5 فلسطينيين بينهم طفلان وإصابة آخرين في غارة للاحتلال استهدفت منزلا في حي الصبرة جنوب مدينة #غزة
#حرب_غزة #الأخبار",Real
36,2024-04-12,AJPalestine,عاجل | مراسل #الجزيرة: 9,عاجل | مراسل #الجزيرة: 9 شهداء في قصف إسرائيلي على شرقي مدينة #رفح جنوبي قطاع غزة,Real
37,2024-04-12,AJPalestine,جولة بمرتفعات غرونوبل في فرنسا,جولة بمرتفعات غرونوبل في فرنسا دعمًا لغزة #حرب_غزة #فيديو,Real
38,2024-04-12,AJPalestine,ترمب: أطلقوا الرهائن الآن وإلا,"ترمب: أطلقوا الرهائن الآن وإلا فانتظروا ""الجحيم"" في الشرق الأوسط
#شبكات #حرب_غزة",Real
39,2024-04-12,AJPalestine,عاجل | مراسل #الجزيرة: شهيد,عاجل | مراسل #الجزيرة: شهيد في قصف إسرائيلي على فلسطينيين في محيط مستشفى أبو يوسف النجار شرقي مدينة #رفح,Real
40,2024-05-12,tibianps,👎 #الإشاعة أسباب فشل التوافق,"👎 #الإشاعة 

 أسباب فشل التوافق بين فتح وحماس في القاهرة بسبب طلب حماس من السلطة دفع رواتب موظفيهم وأن حماس تريد 400 جواز سفر دبلوماسي لعناصرها لحرية تنقلهم. 


https://t.me/tibianps",Fake
41,2024-05-12,AJPalestine,عاجل | مراسل #الجزيرة: -,"عاجل | مراسل #الجزيرة:
- مسيرة إسرائيلية تلقي قنابل على محيط مستشفى كمال عدوان بمشروع بيت لاهيا شمالي قطاع غزة
-انتشال جثامين 3 شهداء قضوا في قصف إسرائيلي على حي الجنينة شرقي مدينة #رفح",Real
42,2024-05-12,AJPalestine,تحقيق لمنظمة العفو الدولية يثبت,"تحقيق لمنظمة العفو الدولية يثبت أن إسرائيل ترتكب إبادة جماعية بحق سكان غزة | تقرير: نور الدين بوزيان
#الأخبار
#حرب_غزة",Real
43,2024-05-12,AJPalestine,مستشار ترمب مسعد بولس لصحيفة,"مستشار ترمب مسعد بولس لصحيفة لو بوان:
- تم وضع خارطة طريق للتنفيذ خلال شهر أو اثنين في إطار وقف إطلاق النار بغزة
- بقيت تفاصيل بشأن اتفاق غزة تتعلق ببعض الأسماء وعدد المفرج عنهم
- تم تحديد الخطوط الرئيسة لاتفاق وقف إطلاق النار في غزة
- قطر تلعب دورا مهما جدا في الوساطة بين إسرائيل وحـ.ماس",Real
44,2024-05-12,AJPalestine,رويترز: دولة قطر استأنفت دورها,"رويترز: دولة قطر استأنفت دورها وسيطا رئيسيا في غزة
#الأخبار
#حرب_غزة",Real
45,2024-05-12,AJPalestine,عائلة فلسطينية تنصب خيمة على,"عائلة فلسطينية تنصب خيمة على أنقاض منزلها الذي دمرته صواريخ الاحتلال في مدينة غزة
#الجزيرة #فيديو",Real
46,2024-05-12,AJPalestine,أكثر من 17 شهيدا إثر,"أكثر من 17 شهيدا إثر قصف الاحتلال مواصي خان يونس جنوب قطاع غزة | تقرير: رامي أبو طعيمة
#الأخبار
#حرب_غزة",Real
47,2024-05-12,AJPalestine,أحد مستشاري ترمب لأكسيوس: -,"أحد مستشاري ترمب لأكسيوس:
- ترمب يريد تنفيذ صفقة وقف إطلاق النار بغزة في أقرب وقت ممكن ودون تأخير وقبل 20 يناير
- ترمب يدعم الاتفاق إذا كان مقبولا لإسرائيل والاتفاق أمر عاجل لأن حياة الرهائن في خطر",Real
48,2024-05-12,AJPalestine,مستوطنون إسرائيليون يهاجمون منازل مواطنين,"مستوطنون إسرائيليون يهاجمون منازل مواطنين فلسطينيين في بلدة حوارة جنوبي نابلس
#الأخبار
#حرب_غزة",Real
49,2024-05-12,AJPalestine,"عمليات جديدة لـ ""أنصـ.ـار الله""","عمليات جديدة لـ ""أنصـ.ـار الله"" ضد إسرائيل
#الأخبار #حرب_غزة",Real
50,2024-05-12,AJPalestine,معاريف عن وزير الأمن القومي,معاريف عن وزير الأمن القومي الإسرائيلي: سنعرض على الرئيس ترمب خطة لتشجيع الهجرة والاستيطان في غزة,Real
51,2024-06-12,AJPalestine,شهداء وجرحى إثر إلقاء مسيرة,"شهداء وجرحى إثر إلقاء مسيرة إسرائيلية قنابل على مستشفى كمال عدوان
#الأخبار
#حرب_غزة",Real
52,2024-06-12,tibianps,#تنويه_هام.. 🔸حتي هذه اللحظة ،,"#تنويه_هام..

🔸حتي هذه اللحظة ، لا وجود لاي صفقة أو الإعلان عنها وما يسمع الآن في بعض مناطق جنوب القطاع عن تنفيذ للهدنة وإتمام صفقة لوقف لاطلاق النار ، عارٍ عن الصحة ومجرد إشاعات.

🔸نتمني من الجميع التحلي بالصبر والمسؤولية وإنتظار الأخبار والبيانات من الجهات الفلسطينية الرسمية.  


نسأل الله الفرج القريب 🤲

#منصة_تبيان_للتحقق
https://t.me/tibianps",Fake
53,2024-06-12,AJPalestine,أعمال تجريف وبناء أبراج مراقبة,"أعمال تجريف وبناء أبراج مراقبة في محور نتساريم وسط قطاع #غزة
#الجزيرة_رقعة",Real
54,2024-06-12,AJPalestine,مراسل #الجزيرة: قوات الاحتلال تقتحم,مراسل #الجزيرة: قوات الاحتلال تقتحم مجددا مستشفى كمال عدوان شمالي قطاع غزة وتجبر المرضى والجرحى على مغادرته,Real
55,2024-06-12,AJPalestine,الخارجية الأمريكية: - اتهام منظمة,"الخارجية الأمريكية: 
-  اتهام منظمة العفو الدولية لإسرائيل بارتكاب إبادة جماعية في غزة لا أساس له
-  لا نتفق مع استنتاج منظمة العفو الدولية بأن إسرائيل ترتكب إبادة جماعية في غزة
#الجزيرة",Real
56,2024-06-12,AJPalestine,إعلام إسرائيلي: ما يقوم به,"إعلام إسرائيلي: ما يقوم به الجنود والضباط في غزة يعرضهم للملاحقة
#الجزيرة #الأخبار",Real
57,2024-06-12,AJPalestine,الغارديان عن والدة آخر رهينة,"الغارديان عن والدة آخر رهينة بريطانية بغزة: أريد حلولا وليس تعاطفا وأناشد الحكومة المساعدة بإبقاء ابنتي حية
#الجزيرة",Real
58,2024-06-12,AJPalestine,هل تمنع واشنطن إسرائيل من,هل تمنع واشنطن إسرائيل من بناء قاعدة عسكرية دائمة في غزة؟ #حرب_غزة #فيديو,Real
59,2024-06-12,AJPalestine,"""بيت لاهيا تحت النار"".. نزوح","""بيت لاهيا تحت النار"".. نزوح وقمع بالرصاص #حرب_غزة #فيديو",Real
60,2024-06-12,AJPalestine,عاجل | مراسل #الجزيرة: قوات,"عاجل | مراسل #الجزيرة:
 قوات الاحتلال تنفذ عمليات نسف في المناطق الشرقية لجباليا البلد شمال قطاع غزة
- 3 شهداء إثر قصف جوي إسرائيلي استهدف مجموعة من المواطنين بخربة العدس شمال #رفح جنوبي قطاع غزة",Real
61,2024-07-12,MisbarFC,⭕️التصميم المنسوب إلى قناة الشرق,"⭕️التصميم المنسوب إلى قناة الشرق مفبرك، ولم تنشره أي من حسابات القناة على مواقع التواصل الاجتماعي، ولا على موقعها الإلكتروني، كما لم تنقل التصريح أي مصادر رسمية أو إعلامية موثوقة.

تفاصيل أوفى: https://msbr.co/xr44f

#تمت_المسبرة #غزة",Fake
62,2024-07-12,AJPalestine,عاجل | رئيس الوزراء وزير,عاجل | رئيس الوزراء وزير الخارجية القطري: بقاء الوضع في غزة ستكون له تداعيات خطيرة تهدد أمن المنطقة وشهدنا ذلك بلبنان,Real
63,2024-07-12,AJPalestine,عاجل | رئيس الوزراء وزير,عاجل | رئيس الوزراء وزير الخارجية القطري: ما نشهده في غزة دوامة عنيفة وأزمة إنسانية غير مسبوقة,Real
64,2024-07-12,AJPalestine,القناة 12 عن مصدر: -,"القناة 12 عن مصدر: 
- صفقة التبادل في طريقها إلى النضوج وإرادة حمـ.ـاس للتوصل إلى اتفاق تبدو أكبر مما كانت عليه
- رئيس الوزراء نتنياهو ينوي تجديد لقاءاته الأسبوع القادم مع عائلات المخطوفين في غزة
#الجزيرة",Real
65,2024-07-12,AJPalestine,عاجل | مراسل #الجزيرة: 3,عاجل | مراسل #الجزيرة: 3 شهداء وعدد من المصابين بقصف إسرائيلي على محيط مدرسة أحمد شوقي بحي الرمال غربي مدينة غزة,Real
66,2024-07-12,AJPalestine,هيئة البث الإسرائيلية عن مسؤول,"هيئة البث الإسرائيلية عن مسؤول بوفد التفاوض: القيادة السياسية غير مستعدة لإنهاء حرب غزة كجزء من صفقة تبادل
#الجزيرة",Real
67,2024-07-12,AJPalestine,بعد إجبارهم من قبل قوات,"بعد إجبارهم من قبل قوات الاحتلال على ترك مراكز الإيواء في بيت لاهيا والتوجه إلى مدينة #غزة.. النازحون يعيشون في شوارع غزة بلا مأوى عقب رحلة نزوحهم التي امتدت لأيام تحت النار | تقرير: أنس الشريف
#حرب_غزة #الأخبار",Real
68,2024-07-12,AJPalestine,"""الصحة العالمية"": لا وجود لتحذير","""الصحة العالمية"": لا وجود لتحذير قبل قصف مشفى بغزة
#الجزيرة #فيديو",Real
69,2024-07-12,AJPalestine,عرض مسرحي بجامعة صفاقس للتعبير,"عرض مسرحي بجامعة صفاقس للتعبير عن معاناة أهل غزة
#الجزيرة #فيديو",Real
70,2024-07-12,AJPalestine,صحيفة هآرتس الإسرائيلية تسلط الضوء,"صحيفة هآرتس الإسرائيلية تسلط الضوء على ما وصفتها بقاعدة بيانات ضخمة من الأدلة، قالت إن المؤرخ الإسرائيلي لي موردخاي جمعها، وهي توثق جرائم الحرب التي يرتكبها الجيش الإسرائيلي في #غزة.. نستعرض جانبا مما ورد في الصحافة الدولية بشأن الأحداث الأخيرة في الشرق الأوسط
#حرب_غزة #الأخبار",Real
71,2024-07-12,AJPalestine,مزارعو وسكان قطاع #غزة يتكبدون,مزارعو وسكان قطاع #غزة يتكبدون خسائر فادحة إثر تدهور غير مسبوق في القطاع الزراعي بسبب الحرب الإسرائيلية، بعد أن كان يُشكل ركيزة للاقتصاد الفلسطيني ومصدرا رئيسيا للأمن الغذائي قبل الحرب | تقرير: أحمد مرزوق #الأخبار #حرب_غزة,Real
72,2024-08-12,AJPalestine,يحيى سريع: هاجمنا بعملية مشتركة,"يحيى سريع: هاجمنا بعملية مشتركة مع المقاومـ.ـة الإسلامية بالعراق هدفا حيويا جنوب فلسطين المحتلة
#فيديو #حرب_غزة",Real
73,2024-08-12,AJPalestine,عاجل | المتحدث العسكري لأنصار,عاجل | المتحدث العسكري لأنصار الله: هاجمنا بعملية مشتركة مع المقاومة الإسلامية بالعراق هدفا حيويا جنوب فلسطين المحتلة,Real
74,2024-08-12,AJPalestine,يوافق اليوم الذكرى الـ 37,"يوافق اليوم الذكرى الـ 37 لاندلاع الانتفاضة الفلسطينية الأولى ""انتفاضة الحجارة"" والتي بدأت شعلتها من مخيم جباليا شمال قطاع غزة ثم انتقلت لباقي المدن
#الجزيرة",Real
75,2024-08-12,AJPalestine,سـ.ـرايا القدس تعرض مشاهد لطائرة,"سـ.ـرايا القدس تعرض مشاهد لطائرة إسرائيلية بدون طيار من نوع (EVOMAX) سيطرت عليها خلال إلقائها القنابل على منازل المواطنين شمال قطاع غزة
#طوفان_الأقصى",Real
76,2024-08-12,AJPalestine,غارة إسرائيلية تستهدف مجموعة من,غارة إسرائيلية تستهدف مجموعة من المواطنين في مدينة غزة #حرب_غزة #فيديو,Real
77,2024-08-12,AJPalestine,آثار إطلاق قوات الاحتلال الرصاص,"آثار إطلاق قوات الاحتلال الرصاص والقذائف على مستشفى كمال عدوان شمال قطاع غزة
#الجزيرة #صورة",Real
78,2024-08-12,AJPalestine,اللحظات الأولى لإطلاق سراح السجناء,اللحظات الأولى لإطلاق سراح السجناء في فرع فلسطين بدمشق #حرب_غزة #سوريا,Real
79,2024-08-12,AJPalestine,غارات عنيفة في محيط مستشفى,غارات عنيفة في محيط مستشفى كمال عدوان شمال قطاع غزة #حرب_غزة #فيديو,Real
80,2024-08-12,AJPalestine,"""والله نيالك يا صاحبي"" شاب","""والله نيالك يا صاحبي"" شاب يودع صديقه الذي تم استهدافه في دير البلح وسط قطاع غزة #حرب_غزة #فيديو",Real
81,2024-08-12,AJPalestine,تبون يقلد رئيس جنوب أفريقيا,"تبون يقلد رئيس جنوب أفريقيا ""وسام الاستحقاق"" لدور بلاده بكشف جرائم الإبادة الإسرائيلية
#فيديو #حرب_غزة",Real
82,2024-09-12,MisbarFC,"🟥 تقرير بعنوان ""تشعر وكأنك","🟥 تقرير بعنوان ""تشعر وكأنك دون البشر: الإبادة الجماعية الإسرائيلية ضد الفلسطينيين في غزة""

وسائل إعلام دولية تنحاز لإسرائيل وتشكك في تقرير العفو الدولية


#مسبار يُطلعكم على التفاصيل هنا: https://msbr.co/4yfda",Fake
83,2024-09-12,MisbarFC,🟥 الفيديو لمشاهد نشرتها شبكة,"🟥 الفيديو لمشاهد نشرتها شبكة قدس الإخبارية في 14 نوفمبر الفائت، لأسير فلسطيني اسمه سامي غنيم، بعد خروجه من السجون الإسرائيلية.. وذهب لزيارة قبري ابنيه في بلدة برقين غرب جنين عقب خروجه من المعتقل. 
 
🔗 تفاصيل أوفى: https://msbr.co/r3rix 
 
#سجن_صيدنايا #المعارضة_السورية #دمشق",Fake
84,2024-09-12,MisbarFC,📍الفيديو نُشر منذ فبراير 2018،,"📍الفيديو نُشر منذ فبراير 2018، على أنه يوثق لحظة مؤثرة لأم فلسطينية تستقبل ابنها الذي أمضى 20 عامًا في الأسر.  
 
📍وفقًا لمنصات التواصل الاجتماعي، كان الابن قد دخل السجن بعمر 18 عامًا وخرج منه بعمر 38 عامًا. 
 
اقرأ أكثر: https://msbr.co/u12u7 
 
#مسبار 
#سوريا #المعارضة_السورية",Fake
85,2024-09-12,AJPalestine,جانب من الأضرار التي تسبب,"جانب من الأضرار التي تسبب بها انفجار طائرة مسيرة في مستوطنة ""يفني"" #حرب_غزة",Real
86,2024-09-12,AJPalestine,"فلسطيني ينحت عبارة ""سوريا حرة""","فلسطيني ينحت عبارة ""سوريا حرة"" لمشاركة السوريين فرحة إسقاط حكومة النظام السوري #حرب_غزة #سوريا",Real
87,2024-09-12,AJPalestine,لحظة انفجار مسيرة بمبنى في,لحظة انفجار مسيرة بمبنى في تل أبيب #حرب_غزة #فيديو,Real
88,2024-09-12,AJPalestine,عاجل | مراسل #الجزيرة: شهيد,عاجل | مراسل #الجزيرة: شهيد في قصف إسرائيلي استهدف مجموعة من الفلسطينيين شرقي مدينة #رفح جنوبي قطاع غزة,Real
89,2024-09-12,AJPalestine,طواقم الدفاع المدني تحاول إنقاذ,طواقم الدفاع المدني تحاول إنقاذ سيدة عالقة تحت أنقاض منزلها الذي تعرض لغارة إسرائيلية #حرب_غزة #فيديو,Real
90,2024-09-12,AJPalestine,أمهات غزة يودعن أبنائهن شهداء,أمهات غزة يودعن أبنائهن شهداء جراء القصف الإسرائيلي المتواصل على قطاع غزة #حرب_غزة #فيديو,Real
91,2024-09-12,AJPalestine,سورية تلتقي أطفالها بعد اعتقال,سورية تلتقي أطفالها بعد اعتقال 3 سنوات في سجون النظام #حرب_غزة #سوريا,Real
92,2024-09-12,AJPalestine,فرحة غزاويين بسقوط بشار الأسد,فرحة غزاويين بسقوط بشار الأسد #سوريا #حرب_غزة,Real
93,2024-09-12,AJPalestine,عاجل | مراسل #الجزيرة: مصابون,عاجل | مراسل #الجزيرة: مصابون في غارة إسرائيلية استهدفت شقة سكنية بمخيم النصيرات وسط قطاع غزة,Real
94,2024-09-12,AJPalestine,طفل يفقد قدميه بصاروخ استهدفه,طفل يفقد قدميه بصاروخ استهدفه خلال رفعه الأذان #حرب_غزة #فيديو,Real
95,2024-10-12,AJPalestine,قوات إسرائيلية تتوغل في جنوب,"قوات إسرائيلية تتوغل في جنوب سوريا على بعد 25 كيلو متر من العاصمة دمشق
#الأخبار
#حرب_غزة",Real
96,2024-10-12,AJPalestine,عشرات الشهداء بغارات إسرائيلية على,"عشرات الشهداء بغارات إسرائيلية على مناطق مختلفة في قطاع غزة.. التفاصيل مع مراسل #الجزيرة #أنس الشريف
#الأخبار
#حرب_غزة",Real
97,2024-10-12,AJPalestine,كلمات مؤثرة من أم لابنها,كلمات مؤثرة من أم لابنها الشهيد الذي تم استهدافه في بيت لاهيا شمال القطاع #حرب_غزة #فيديو,Real
98,2024-10-12,AJPalestine,نتنياهو: لا تزال أمام إسرائيل,"نتنياهو: لا تزال أمام إسرائيل تحديات لكنها تعمل على ترسيخ مكانتها كمركز قوة في منطقة الشرق الأوسط
#الأخبار
#حرب_غزة",Real
99,2024-10-12,AJPalestine,نتنياهو: عزل حـ.ماس يفتح باباً,"نتنياهو: عزل حـ.ماس يفتح باباً آخر أمام الترويج لصفقة ستعيد رهائننا
#الأخبار
#حرب_غزة",Real
100,2024-10-12,AJPalestine,أطفال مصابون جراء قصف إسرائيلي,أطفال مصابون جراء قصف إسرائيلي استهدف مواطنين في مخيم المغازي وسط القطاع #حرب_غزة #فيديو,Real
101,2024-10-12,AJPalestine,اندلاع النيران بمرفأ اللاذقية بعد,اندلاع النيران بمرفأ اللاذقية بعد قصف إسرائيلي #حرب_غزة #فيديو,Real
102,2024-10-12,AJPalestine,7 شهداء في غارة إسرائيلية,"7 شهداء في غارة إسرائيلية استهدفت منزلا لعائلة خليفة بالنصيرات وسط قطاع غزة
#الأخبار
#حرب_غزة",Real
103,2024-10-12,AJPalestine,عاجل | مراسل #الجزيرة: مصابون,عاجل | مراسل #الجزيرة: مصابون بنيران مسيرة إسرائيلية في شارع السكة بحي الزيتون جنوب مدينة غزة,Real
104,2024-10-12,AJPalestine,عاجل | مراسل #الجزيرة: 20,عاجل | مراسل #الجزيرة: 20 شهيدا على الأقل وعدد من الجرحى في غارة إسرائيلية على عزبة بيت حانون شمالي قطاع غزة,Real
105,2024-11-12,AJPalestine,أطفال غزة يعيشون بين الآلام,"أطفال غزة يعيشون بين الآلام والآمال، ويحاولون النجاة في بحثهم عن ""حياة"" بين الركام والموت المحيط بهم بطائرات الاحتلال
#حرب_غزة #ألبوم",Real
106,2024-11-12,AJPalestine,بمحافظ من أكياس الطعام.. أطفال,"بمحافظ من أكياس الطعام.. أطفال نازحون يصرون على مواصلة تعليمهم في المدارس المؤقتة بغزة
#فيديو #حرب_غزة",Real
107,2024-11-12,AJPalestine,أسرة نازحة في شمال غزة,"أسرة نازحة في شمال غزة تبتسم للحياة رغم أهوال الحرب
#صورة #حرب_غزة",Real
108,2024-11-12,AJPalestine,"نتنياهو ""متهما"" أمام القضاء الإسرائيلي","نتنياهو ""متهما"" أمام القضاء الإسرائيلي
#رقمي #حرب_غزة",Real
109,2024-11-12,AJPalestine,الجيش الإسرائيلي: رصدنا صاروخين أطلقا,الجيش الإسرائيلي: رصدنا صاروخين أطلقا من وسط قطاع غزة وسقطا في منطقة مفتوحة,Real
110,2024-11-12,AJPalestine,أطفال يؤدون الدبكة ويرددون الأناشيد,أطفال يؤدون الدبكة ويرددون الأناشيد بمركز إيواء في غزة #حرب_غزة #فيديو,Real
