ID,Date,Platform,Title,News content,Label,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
226,2023-10-09 15:58:43,MisbarFC,الفيديو قديم وليس لاعتداء أمن الحرم المكي على معتمر مصري بسبب الدعاء لغزة,"تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، مقطع فيديو ادعت أنه لاعتداء أمن الحرم المكي في مكة على معتمر مصري بعدما قام بالدعاء لغزة خلال الحرب الجارية.

شرطه بن سلمان تعتدي على معتمر مصري والسبب ""انه دعاء لاهلنا في غزه"" .



شفتوا لين وصلت الصهينه

بس قريبا سنلعنها ثورو تقتلع هذا النظام الصهيوني pic.twitter.com/6QB8VHHRNP — مجتهد نجران (@Mojtahed_najran) November 15, 2023",Fake,,,,
227,2023-10-10 07:30:37,MisbarFC,معطيات تُشكّك في رواية إسرائيل بوجود أنفاق لحماس أسفل مستشفى الرنتيسي,"إعداد: محمود حسن، أنسام التمام، فراس دالاتي.

عرض المتحدث باسم الجيش الإسرائيلي، دانيال هاغاري، مقطع فيديو زعم فيه أن هنالك أدلة على وجود مقرات عسكرية لحركة حماس أسفل مستشفى الرنتيسي، وادّعى أيضًا أنّ حماس احتجزت أسرى في غرفة داخل نفق تحت المستشفى منذ عملية طوفان الأقصى التي نفذتها في السابع من أكتوبر/تشرين الأول الفائت. وقال هاغاري إنّ الجيش الإسرائيلي وجد أدلة على ذلك مثل عثوره على مجموعة من الأسلحة، وغيرها من الأدلة على احتجاز رهائن وبعض الأدوات الشخصية مثل عبوة رضاعة حليب لطفل، وقطعة حبل موصولة بكرسي، ثم عرض المتحدث ما قال إنها غرفة جُهّزت لاحتجاز الرهائن هناك وتصويرهم.

ثغرات في رواية الاحتلال عن مستشفى الرنتيسي

عند التحقق من مقطع الفيديو لوحظ وجود ثغرات غير منطقية في الرواية الإسرائيلية، إذ يبدأ المتحدث باسم الجيش الإسرائيلي بالقول إنه يقف أمام منزل أحد الإرهابيين، بالرغم من أن اللافتة الظاهرة على المبنى خلفه تشير إلى المعهد الوطني للإدارة والتدريب، وهو معهد تعليمي يقع مقابل مستشفى الرنتيسي.

ثم يضيف هاغاري بأن نفق المسلحين الذي زعم أنه عثر عليه يبعد 200 يارد (182 متر تقريبًا) عن المستشفى، ولكن لم تصوّر الكاميرا في الواقع أي نفق بل تمت الإشارة إليه فقط. ثم يعود ليذكر بلقطات أخرى بأن النفق في الطابق السفلي للمستشفى استُخدم كمقرّ من قبل حركة حماس، إلّا أنه لم يعرض أي لقطات تظهر الارتباط بين النفق المزعوم والطابق الأرضي للمستشفى الذي زعم أنه مقر لحركة حماس.

مزاعم غير واضحة وبدون أدلة حول أنفاق لحركة حماس

لم يعرض المتحدث باسم الجيش الإسرائيلي أية لقطات لداخل الأنفاق، فما عرضه مجرد فتحات ومواقع مختلفة لا يمكن في الواقع التأكد من حقيقتها، ومن الملاحظ أن المتحدث عرض ثلاث لقطات مختلفة زعم أنها لأنفاق. الأولى كانت لبناء صغير مهدم ويمكن ملاحظة وجود نوع من الديكور المعماري داخله لا يُستخدم عادةً في الأنفاق. واللقطة الثانية لفتحة تحتوي أسلاك كهربائية وتجهيزات تبدو مرتبطة بالبنية التحتية للمستشفى وذلك أسفل صندوق الكهرباء المتضمن محول طاقة شمسية وقواطع كهربائية. ولقطة ثالثة تُظهر مجموعة من الركام أيضًا زعم أنها فتحة نفق.



لقطات أولى زعم انها لفتحة النفق



لقطات ثانية زعم أنها لفتحة النفق مرتبطة بتجهيزاته الكهربائية



لقطات ثالثة زعم أنها لفتحة النفق

ولم يقدم المتحدث أي تبرير عن سبب عدم اقتراب الكاميرا والدخول بشكل طبيعي إلى تلك الفتحات أو تصويرها بوضوح، وهو ما حدث مثلًا في فترات سابقة، ومنها في عام 2014 عندما ادعت إسرائيل العثور على نفق على الحدود مع قطاع غزة، حيث تجولت الكاميرا ضمن النفق بشكل واضح.



لقطات في عام 2014 وفترات سابقة عرض فيها جيش الاحتلال أنفاقًا وصورها بشكلٍ تفصيلي



لقطات في عام 2014 وفترات سابقة عرض فيها جيش الاحتلال أنفاقًا وصورها بشكلٍ تفصيلي

من جهة أخرى، أشارت صفحات الاحتلال عند مشاركة مقطع الفيديو إلى أنّ لقطات المقطع هي ""خام""، أي أصلية ولم تجمع، على الرغم من أن اللقطات تظهر بوضوح كمقاطع مقطّعة قد خضعت للتعديل والتجميع. وفي الواقع لا يوجد أي مبرر لاقتطاع اللقطات بهذا الشكل، إذ إنّ تصوير المشاهد بشكل متواصل هو الممارسة الإعلامية الشائعة والتي تزيد من موثوقية المادة المصوّرة.

يُلاحظ أيضًا إلى جانب التجميع أن هناك اقتطاعًا مفاجئًا للقطات عدّة، مما يثير الشكوك بشأن دقة المعلومات المقدمة في مقطع الفيديو، ويضعف الأدلة حول أي صلة بين النفق المزعوم ومستشفى الرنتيسي.

ومما يؤكد مسألة التقطيع الواضح للفيديو وتصويره على فترات مختلفة، العلامات التي باللون الأحمر على جبين المتحدث باسم الجيش الإسرائيلي، وهي لم تكن موجودة في أجزاء أخرى من الفيديو.

من جهة أخرى، عادةً ما يكون النفق مخفيًا ولا تظهر معالمه بسهولة. ومع ذلك، يظهر للخارج صندوق الكهرباء ومحول الطاقة الشمسية الذي قال المتحدث إنه يمتد بشكل واضح إلى النفق. الأمر الذي يُشير بقوة إلى أنّه مجرد محول كهرباء عادي مرتبط بالمستشفى، أو ربما بئر للشبكة الخاصة بالاتصالات والإنترنت والكهرباء، كما أوضح القيادي في حماس، أسامة حمدان في مؤتمر صحفي.



زعم المتحدث باسم جيش الاحتلال أن هذه الكابلات الكهربائية المكشوفة تمتد لنفق أرضي

الأدوات المتروكة وطبيعة المكان

تُشير الأدوات المتروكة في المكان إلى وجود مدنيين كانوا قد نزحوا مسبقًا إلى مستشفى الرنتيسي، حيث ظهرت أغطية ووسادات صلاة ومسبحة إلكترونية وأدوات أطفال، وهو ما يتشابه مع بعض الأدوات التي ظهرت قبل أيام من إخلاء المستشفى عقب إقامة مجموعة من النازحين في داخله.

أما الرسومات الموجهة للأطفال على الجدران، فمن المنطقي وجودها ضمن مستشفى أطفال، وبالعودة لسجل صور مستشفى الرنتيسي لوحظ وجود هذه الرسومات بكثافة على جدران المستشفى. إذ لا يبدو منطقيًّا أن تكون هذه الرسومات موجودة ضمن أنفاق أو مقرات عسكرية. ويتضح أيضًا من خلال طريقة عرض وتنظيم الأسلحة أنها ربما نُقلت إلى مكان آخر ووضعت في الغرفة ومن ثم جرى تصويرها، إذ لم يُعرض مصدر وموضع هذه الأسلحة قبل جمعها أو في مرحلة نقلها من مواضعها الأصلية.



بعض أدوات النازحين إلى مستشفى الرنتيسي ظهرت قبل أيام من اخلاء المستشفى

الانتقائية في عرض معالم المكان تضفي غموضًا على الرواية الاسرائيلية

تعمد المتحدث باسم جيش الاحتلال الانتقائية في عرض ملامح المكان وتفاصيله، إذ سلّط الضوء على ملصق واحد موجود على الجدران بمعزل عن غيره من الملصقات والتفاصيل. كما أنّ عدم تجوّل الكاميرا بحرية، منع رؤية محتوى الأوراق الأخرى التي كانت على الجدران، والتي قد تفيد في دلالات لتحديد المكان.

كما يُلاحظ وجود ملصقات ربما كانت منزوعة عمدًا من على أحد الأبواب الرئيسية الذي يعتليه كلمة ""مخرج""، وكان لتركها أثر ودلالة في تحديد طبيعة القسم داخل المستشفى.

مدير مستشفى الرنتيسي ينفي مزاعم الاحتلال

علاوة على هذه الملاحظات أكد الدكتور مصطفى الكحلوت مدير مستشفى الرنتيسي في مؤتمر صحفي، أن المزاعم الإسرائيلية حول استخدام المستشفى من قبل حركة حماس غير صحيحة، إذ وضح أنّ المستشفى كان محاصرًا بالدبابات ومقطوعة عنه المياه والكهرباء، وأُخلي جرّاء استهدافه.

ووضّح الكحلوت أن القسم الذي عرضه المتحدث باسم الجيش الإسرائيلي وزعم أنه نفق أرضي ومقر للمسلحين، هو قبو المستشفى الذي كان مخصصًا سابقًا لأقسام إدارية. ولكن بعد الحرب الإسرائيلية على غزة نزحت عشرات العائلات لهذا المبنى وأُضيفت إليه بعض الخدمات مثل توفير مستلزمات الأطفال والحمامات والمرافق الصحية الضرورية. وبالعودة إلى موقع وزارة الصحة الفلسطينية لمراجعة تقسيمات المستشفى يُلاحظ صحة ذلك، إذ إنّ الطابق الأرضي يحتوي على إدارة المستشفى والخدمات الإدارية المساندة.

مزاعم حول احتجاز أسرى إسرائيليين ضمن المستشفى

عرض المتحدث ما زعم أنها تفاصيل لآثار أسرى اسرائيليين، واستند في ذلك إلى وجود تفاصيل مثل الحبل كان يُربط الأسرى من خلاله بالكرسي المجاور، وذلك بالرغم من أن الحبل الذي تم عرضه ليس طويلًا بما يكفي لربط الساقين.



الحبل الذي زعم أنه استخدم لربط الأسرى بالكرسي قصير جدًا

من ناحية أخرى زعم المتحدث الإسرائيلي بأنه لا مبرر لوجود الستائر على الحائط دون وجود نافذة خلفها، سوى لإخفاء معالم المكان عند تصوير الأسرى، ولكن الصور توضح وجود هذه الستائر في أرجاء عدة ضمن المستشفى، وهي مخصصة في الغالب للمؤتمرات والاجتماعات والظهور الإعلامي ضمن الأبنية الإدارية وغرفة الاجتماعات. ويبقى السؤال هنا كيف نُقل الأسرى أو المسلحين وتم إخلاؤهم من المستشفى بالرغم من أنّ المشفى كان محاصرًا بالكامل من قبل قوات الاحتلال قبل إخلائه؟

التفسير غير الدقيق للملصقات المعروضة

عرض المتحدث باسم جيش الاحتلال على الكاميرا ملصقًا واحدًا فقط، أوضح أنه يمثل جدول مناوبات ""للإرهابيين"" الذين يحرسون الأسرى. وأشار المتحدث إلى أنّ كل إرهابي مكتوب اسمه على القائمة بجانب يوم مناوبته، وهو ما نقله تقرير لقناة CNN أيضًا بدون التحقق من حقيقة الجدول المزعوم. ومع ذلك يُلاحظ أن القائمة تحتوي على أيام الأسبوع فقط، معنونة بمعركة ""طوفان الأقصى"". وبالرغم إلى أنه من الصعب التحقق من صحة وجود هذه القائمة مسبقًا، إلا أنه من الطبيعي أن تكون مجرد تقويم يستخدم داخل المستشفى، لأهداف مثل تعداد أيام الحرب على غزة لغرض التصريحات الصحفية والتقارير وأعداد القتلى.

الجيش الإسرائيلي يعرض صورة لـ""أيام الأسبوع"" على أنها أسماء لـ""إرهابيين"" كانوا يحرسون ""أسرى إسرائيليين"" داخل قبو مستشفى الرنتيسي في قطاع #غزة pic.twitter.com/tmWPm4wJd4 — التلفزيون العربي (@AlarabyTV) November 14, 2023

حملة دعائية إسرائيلية تستهدف المستشفيات في غزة

وسبق أن نشرت إسرائيل مزاعم دون أدلة حول توفير المستشفيات ملاذًا آمنًا لحركة حماس، منها وجود مقرات لحماس تحت مستشفى الشفاء، ومزاعم أخرى سابقة بوجود أنفاق تحت مستشفى الشيخ حمد في غزة. وترافقت هذه المزاعم مع حملة دعائية إسرائيلية واسعة استهدفت القطاع الطبي في قطاع غزة. إذ أنشئت صفحات عديدة مزورة وموثقة تحمل اسم وزارة الصحة في غزة وجمعية مستشفيات غزة وتنتحل صفتها الرسمية.

استمرار العدوان الإسرائيلي على قطاع غزة واستهداف المستشفيات

تأتي هذه المزاعم في ظل استمرار العدوان الإسرائيلي على قطاع غزة وتعمّد استهداف المستشفيات والكوادر الطبية، واقتحمت قوات الاحتلال الإسرائيلي مجمع الشفاء الطبي بعد أيام من محاصرته بالدبابات وقطع الوقود والكهرباء عنه، في ظل تحذيرات من ارتكاب الاحتلال لمجزرة في مستشفى الشفاء.

وقال المدير العام للمستشفيات في قطاع غزة محمد زقوت أن الاحتلال عند اقتحامه المستشفى لم يجد أي مسلحين داخل المستشفى. ويُذكر أنّ إسرائيل لم تسمح بفرق التفتيش الدولية مثل الصليب الأحمر للدخول إلى المستشفيات التي زعمت أنها تحتوي مراكز قيادة عسكرية لحركة حماس. و يشار إلى أن جيش الاحتلال قتل 198 طبيبًا وممرضًا ومسعفًا، واستهدف 55 سيارة إسعاف، وأخرج 25 مستشفى عن الخدمة منذ بداية الحرب على قطاع غزة حسب وزارة الصحة الفلسطينية.

اقرأ/ي أيضًا

إسرائيل تستهدف وتحاصر مستشفى الشفاء على عكس ادعاءات مسؤوليها

إسرائيل تستغل فيديو لشبان يطمئنون أمًّا على ابنها الجريح لاتهامهم بفبركة إصابته",Real,,,,
228,2023-10-10 08:05:38,MisbarFC,الفيديو من احتجاجات ضد الحكومة وليس لمظاهرة داعمة لغزة في بولندا,تتداول حسابات وصفحات على موقع التواصل الاجتماعي إكس، حديثًا، مقطع فيديو ادّعت أنّه من مظاهرة خرجت في مدينة وارسو عاصمة بولندا، تضامنًا مع غزة وضد العدوان الإسرائيلي المستمر على القطاع.,Fake,,,,
229,2023-10-11 08:16:55,MisbarFC,فيديو الطوابير أمام محل ستاربكس في مصر قديم وليس بعد دعوات المقاطعة,"تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، مقطع فيديو ادّعى ناشروه أنه لطوابير طويلة أمام محل ستاربكس في مصر في ظل الدعوات المستمرة لمقاطعة المنتجات الداعمة للاحتلال بسبب الحرب على قطاع غزة.

#تركي_ال_الشيخ

وزعلانين ولاد الجاموسة من ماكدونالدز 😂

طابور ستاربكس في # مصر اطول طابور في العالم 😂😂😂

يمكن الحليب في قهوة ستاربكس القاهرة حليب جاموسة فبيدعموا الجواميس المصرية 🐂🐂😂#لجان_عنايات #لجان_الفسيخ #لجان_المتحدة pic.twitter.com/u7TKtQtrTP — ALJOHARA.SULTAN 🔱 (@ALJ0HARASULTAN) November 18, 2023",Fake,,,,
230,2023-10-11 09:44:17,MisbarFC,لا أدلّة على مقتل قائد قوّات دلتا الأميركية ومرافقيه في كمين شمالي غزة,"تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، ادّعاءً مفاده أنّ لواءً يُدعى مايكس تومان، يقود قوّات دلتا الأميركية المشاركة في الحرب على غزة، قد قُتل إلى جانب خبير في تفكيك المتفجّرات يُدعى العقيد توم بارجيكر، وثمانية أفراد آخرين من الفريق، أثناء دخولهم نفقًا شمالي بيت لاهيا نصبت فيه حماس كمينًا لهم.



مزاعم حول مقتل قائد قوّات دلتا وخبير متفجّرات في غزة

فحص ""مسبار"" الادّعاء ووجد أنّ الولايات المتحدة لم تُعلن رسميًا عن مشاركة أيّ من قوّاتها في التوغل العسكري البرّي في قطاع غزة. وبالبحث تبيّن أنّ قائد قوات دلتا هو نفسه قائد قيادة العمليات الخاصة المشتركة واسمه فرانك برادلي وليس مايكس تومان. كما لم يُظهر البحث عن اسم خبير المتفجّرات ""توم بارجيكر"" أيّ نتائج ذات صلة.

في حين أظهر البحث العكسي عن الصورة المرفقة بالادعاء، أنّ استخدامها تعبيري، وأنّها التُقطت خلال حرب الخليج ويظهر فيها اللواء الأميركي نورمان شوارتسكوف، وبجانبه جندي من قوات دلتا يحمل رشاشًا من نوع ""كار-15"".



عملاء قوات دلتا يوفّرون الحماية للواء شوارتسكوف خلال حرب الخليج

طبيعة النشاط العسكري الأميركي في إسرائيل وقطاع غزّة

بحسب تصريحات أدلى بها مسؤول كبير في وزارة الدفاع الأميركية، يقتصر دور القوات الأميركية الخاصة الموجودة في تل أبيب على مساعدة الإسرائيليين في جوانب عدّة، بينها تحديد هوية الأسرى وموقعهم، بمن فيهم الأسرى الأميركيون. فيما كشف مسؤولون آخرون لصحيفة ذا نيويورك تايمز، أنّ الولايات المتحدة أرسلت العشرات من عناصر القوات الخاصة إلى إسرائيل في الأسابيع الأخيرة، وأنّهم انضموا إلى مجموعة كانت موجودة هناك قبل السابع من أكتوبر/تشرين الأول للمشاركة في تدريب عسكري.



القوات الأميركية الخاصة تساعد إسرائيل على تحديد موقع الأسرى

وكانت الولايات المتحدة قد أرسلت لواءً بحريًا يتمتع بخبرة كبيرة في العمليات الخاصة، يُدعى جيمس غلين، إلى إسرائيل لتقديم المشورة في العمليات البرّية، إلا أنّه غادرها قبل بدء التوغل في قطاع غزّة.



أميركا ترسل لواءً بحريًا إلى إسرائيل لتقديم المشورة لقوات الاحتلال

ويذكر مقال نشره موقع ريسبونسيبل ستيتكرافت، في 14 نوفمبر/تشرين الثاني الجاري، أنّ الدليل القوي الوحيد على التدخل الأميركي المباشر في غزّة، كان إلى حينها سلسلة طلعات جوية بطائرات مسيّرة غير مسلّحة حلّقت فوق جنوبي غزة لمحاولة تحديد موقع الأسرى. ويضيف المصدر ذاته أنّ بعض شهود العيان قالوا إنّهم قد رأوا ملصقات للعلم الأميركي على أزياء بعض الجنود المشاركين في العملية البرية في غزة، وأنّ وسائل الإعلام لم تتثبّت من صحة ذلك الادعاء.



شهود عيان في غزة يقولون إنّهم رأوا ملصقات العلم الأميركي على بدلات بعض الجنود

وكشف مسؤول أميركي في وقت سابقٍ للصحافي سبينسر إيكرمان، أن الولايات المتحدة تنظر في إمكانية تفعيل مخطط طوارئ، تشارك بموجبه القوات الأميركية الخاصة بشكل مباشر في عملية تحرير الأسرى، لكن ذلك المخطط لا يزال افتراضيًا بحسب المسؤول ذاته.

وكشفت صورة التُقطت خلال زيارة بايدن إلى إسرائيل، في 18 أكتوبر، ونشرها البيت الأبيض قبل أن يحذفها لاحقًا، هويات عناصر من قوات دلتا، ظهرت وهي تُلقي التحية على الرئيس الأميركي.

The White House deleted this photo of covert Delta Force teams operating inside Israel an hour after posting it



The US is at ""war"" in Palestine pic.twitter.com/YaO50t9bIO — Max Blumenthal (@MaxBlumenthal) October 20, 2023



البيت الأبيض يعتذر عن كشف هوية جنود أميركيين

ما هي قوات دلتا؟

قوات دلتا المعروفة رسميًّا باسم ""وحدة العمليات الأولى للقوات الخاصة – دلتا"" (1st SFOD-D)، هي إحدى وحدات المهمات الخاصة الأميركية، التي تختصُّ أساسًا في مهمات مكافحة الإرهاب.

تتّسم مهام قوات دلتا بالمرونة، إذ يمكنها المشاركة بشكل مباشر في مهمات إنقاذ الرهائن والمهمات السرية تحت إشراف وكالة الاستخبارات الأميركية، بالإضافة إلى تقديم خدمات الحماية عالية المستوى للمسؤولين الأميركيين الكبار، أثناء زياراتهم إلى البلدان التي تعيش تحت وطأة الحروب.



قوات دلتا الأميركية

من يتولى قيادة قوّات دلتا؟

تخضع قوات دلتا تنظيميًا لقيادة العمليات الخاصة المشتركة (JSOC)، التي يقودها نائب الأدميرال فرانك برادلي منذ أغسطس/آب عام 2022، وتدعم دلتا إداريًّا قيادةُ العمليات الخاصة التابعة للجيش الأميركي (USASOC)، التي يقودها اللواء براين فنتون.



قيادة قوّأت دلتا



نائب الأدميرال فرانك برادلي

فصائل المقاومة الفلسطينية لم تعلن عن مقتل قائد قوات دلتا

عاد مسبار إلى القنوات الرسمية الخاصة بفصائل المقاومة الفلسطينية على منصة تيليغرام، ولم يجد فيها إعلانًا عن مقتل قائد قوّات دلتا وخبير تفكيك متفجّرات ومرافقين لهما. إذ نشرت قناة سرايا القدس التابعة لحركة الجهاد الإسلامي، في 14 نوفمبر الجاري، نبأ وقوع اشتباكات بين مقاتليها وجنود الاحتلال في منطقة السلاطين غربي بيت لاهيا، في حين يعود آخر تحديث نشرته كتائب القسام حول المعارك الدائرة في بيت لاهيا، قبل انتشار الادعاء، إلى الثامن نوفمبر، وجاء فيه أنّ المقاومين تمكّنوا من تدمير دبّابة في منطقة السلاطين.

ارتفاع عدد ضحايا الحرب على غزة

يتواصل العدوان الإسرائيلي على قطاع غزة، منذ بدء عملية طوفان الأقصى في السابع أكتوبر/تشرين الأول الفائت. وأودت الغارات الإسرائيلية إلى حين كتابة هذا المقال بأرواح أزيد من 11 ألفًا و470 فلسطينيًّا، بينهم 4707 طفلًا و3155 امرأة و686 مسنًّا، وتسببت في إصابة أزيد من 29 ألفًا آخرين، بحسب الحصيلة الأحدث لوزارة الصحة الفلسطينية.



حصيلة الأحدث لضحايا العدوان الإسرائلي على غزة

اقرأ/ي أيضًا

الصورة لمجندين إسرائيليين يتفقدان طفليهما حديثي الولادة في إحدى المستوطنات وليست من مجمع الشفاء

الفيديو من احتجاجات ضد الحكومة وليس لمظاهرة داعمة لغزة في بولندا",Real,,,,
231,2023-10-11 10:53:26,MisbarFC,إيلون ماسك لم يعلن إيقاف الحسابات الداعمة لفلسطين على إكس,تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، خبرًا مفاده أنّ الملياردير الأميركي إيلون ماسك، أعلن عن نية منصة إكس إيقاف أي حساب يدعم ما يحدث في فلسطين.,Real,,,,
232,2023-10-11 12:01:51,MisbarFC,فيديو دهس المتظاهرين في تل أبيب قديم وليس تزامنًا مع الحرب في غزة,"مقاطع متداولة في إسرائيل

الصراع يعصف باسرائيل من الداخل ومقتل خمسة مستوطنين في ثلاث عمليات دهس قام بها أنصار نتنياهو ضد المتظاهرين المطالبين بوقف الحرب واستعادة الرهائن ومحاكمة نتينياهو، الا ان أنصار نتنياهو اعتبروا المظاهرات مؤامرة من المعارضة ضد الحكومة وتخدم حماس واطلقوا… pic.twitter.com/jbyUr2bynl

— راشد معروف (@RashidMaarouf) November 19, 2023",Fake,,,,
233,2023-10-11 13:04:19,MisbarFC,رئيس الوزراء الإسباني لم يعلن اعتراف بلاده بالدولة الفلسطينية بل وعد بالعمل على ذلك,"تتداول حسابات وصفحات على موقع التواصل الاجتماعي إكس، حديثًا، مقطع فيديو ادّعى ناشروه أنّه كلمة لرئيس الوزراء الاسباني بيدرو سانشيز أعلن فيها قرار حكومته الاعتراف بالدولة الفلسطينية.



لقطة شاشة لفيديو يدّعي ناشره أنّه لإعلان بيدرو سانشيز اعتراف إسبانيا بدولة فلسطين",Real,,,,
234,2023-10-11 13:18:41,MisbarFC,الصورة ليست لأسحلة على متن السفينة الإسرائيلية التي احتجزها الحوثيون,"تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، صورة ادّعى ناشروها أنّها تُظهر السفينة الإسرائيلية المحتجزة لدى اليمن وهي تحمل معدات عسكرية.



لقطة شاشة لصورة تدّعي ناشرتها أنها للسفينة الإسرائيلية التي احتجزها الحوثيون حديثًا",Fake,,,,
235,2023-10-11 14:51:45,MisbarFC,مشاهد قديمة لهلع مجندات إسرائيليات وليست من الحرب الأخيرة على غزة,"تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، مقطع فيديو ادّعى متداولوه أنّه يُظهر انهيار مجندات في جيش الاحتلال الإسرائيلي وبكائهنّ بسبب الحرب الجارية في قطاع غزة.

🔴انهيار و هيستيريا جنود الجيش الاسراىيلي بسبب الحرب في غزه pic.twitter.com/5SjaMxKmKf — حقيقة الحدث (@hadath1990) November 21, 2023",Fake,,,,
236,2023-10-13 09:44:49,MisbarFC,إسرائيل تروّج لموقع إلكتروني زائف على أنه تابع لحركة حماس,"تتداول حسابات إسرائيلية على موقع التواصل الاجتماعي إكس، من بينها حساب وزارة الخارجية الإسرائيلية، حديثًا، موقع إنترنت مسجل على النطاق hamas.com، ادّعت أنه يتبع حركة المقاومة الإسلامية حماس، وأنها تنشر عبره صورًا ومشاهد من عملية طوفان الأقصى، التي نفذتها يوم السابع من أكتوبر/تشرين الأول الفائت.

ويُركز الموقع على نشر صور لقتلى وجرحى، ومشاهد أخرى يقول إنّها من المستوطنات الإسرائيلية، في السابع من أكتوبر الفائت.

الموقع المنسوب لحماس مُسجّل لدى شركة برمجيات إسرائيلية

بالبحث وجد “مسبار” أنّ هناك مؤشرات تُظهر أنّ لا علاقة لحركة حماس بالموقع المنسوب إليها. كما اتضح أنّ الموقع المتداول أُنشئ في ديسمبر/كانون الأول 1999، وظل خاملًا منذ ذلك الوقت حتى أعيد تنشيطه في منتصف نوفمبر/تشرين الثاني الجاري. وتُظهر بيانات التسجيل، أن الموقع مستضاف على خادم (سيرفر) Wix، وهي شركة برمجيات إسرائيلية أُسست في أكتوبر 2006، بواسطة كلٌ من أفيشاي إبراهيمي، ونداف إبراهيمي، وجيورا كابلان.

كما أن بيانات الشفرة المصدرية تؤكد أن الموقع استضافته شركة البرمجيات الإسرائيلية wix.

أيقونات وهمية

لاحظ مسبار أن أيقونات ‏حسابات الموقع على مواقع التواصل الاجتماعي لا تعمل، فعند النقر عليها تحيل المستخدم إلى الواجهة الرئيسية للتطبيقات المذكورة، لمشاركة رابط الموقع الإلكتروني، وهو ما يعزز فرضية زيف الموقع.

بيانات معدّلة حديثًا

وفي 21 نوفمبر/تشرين الثاني الجاري، خضع الموقع لتعديلات في اسم المالك وبلد الاستضافة والبريد الإلكتروني المرتبط به، مع تمكين الإخفاء القانوني لاسم وبلد المالك، بحسب بيانات موقع Whoxy.

وبالبحث في قاعدة بيانات DomainTools، وجد مسبار أن هناك 274 سجلًا تاريخيًا على موقع حماس دوت كوم، ويعود أقدم سجل إلى أكثر من 21 عامًا. وتبين أن هناك ما لا يقل عن 106 تغييرات وُصفت بأنها كبيرة، مع الإشارة إلى أن نحو 48% من السجلات تنشر بيانات ملكية اسم النطاق، بينما يستخدم الباقي خدمة الخصوصية أو الوكيل.

وأجري 65 تغييرًا في تاريخ الملكية الفكرية على 65 عنوان IP خاص على مدار 18 عامًا، و3 تعديلات على تاريخ الاستضافة، و32 تغييرًا في أسماء 12 خادمًا خاصًا على مدار 20 عامًا.

الموقع المنسوب لحماس عبارة عن تصيد احتيالي

وبفحص الرابط على موقع Virus Total اتضح أنه مشبوه، إذ حدد خمسة من مزودي خدمات الأمن السيبراني الموقع، على أنه ضار.

عند محاولة فتح الموقع يقوم مكافح الفيروسات بقطع الاتصال بالموقع تلقائيًا. ويُظهر رسالة تحذيرية مفادها أن الموقع مصاب ببرمجية Blacklist الضارة والتي يمكن أن تُلحق الضرر بالجهاز أو الشبكة.

والقائمة السوداء هي إجراء أمني تتخذه محركات البحث وتطبيقات برامج مكافحة الفيروسات، لحذف عنوان URL لموقع الويب أو منع عرضه في المتصفح، عند اكتشاف أي نشاط ضار أو أي تهديدات محتملة، بما فيها مواقع التصيد الاحتيالي، وبرمجيات أحصنة طروادة، ومواقع الويب التجسسية.

البروباغندا الإسرائيلية

يأتي إنشاء الموقع والترويج له في سياق الحملات الدعائية والبروباغندا الإسرائيلية، إذ ذكرت صحيفة يديعوت أحرنوت أن نشطاء الدعاية الإسرائيلية اشتروا نطاق hamas.com، ونشروا عبره محتوى قاسٍ وغير خاضع للرقابة من وقائع السابع من أكتوبر، مشيرةً إلى أن وزارة الخارجية والسفارات الإسرائيلية حول العالم، سلطت الضوء على هذا الموقع وعملت على تكريسه.

وقالت صحيفة هآرتس إن إسرائيليين اختطفوا موقع حماس الإلكتروني وحولوه إلى منصة لعرض مشاهد من السابع من أكتوبر، بحسب الصحيفة. وأشارت إلى أن الموقع لا يبدو أنه مرتبط بحركة حماس، على الرغم من أن الموقع الفعلي للحركة hamas.ps قد توقف عن الاتصال بالإنترنت.

هذا وحذرت حركة حماس، في منشور لها عبر حسابها على تطبيق تليغرام من التعامل مع أي مواقع تنتحل صفة الحركة وتجمع أموالًا في إطار عملية تشويه واحتيال وتجسس، منوهةً بأن الموقع الرسمي الخاص بها عنوانه hamas.ps، وأنّ لا علاقة لها بمواقع غيره.

اقرأ/ي أيضًا

الدعاية الإسرائيلية والمعلومات المضلّلة: ""إسرائيل بالعربية"" أنموذجًا

مؤشرات على فبركة إسرائيل فيديو لممرضة تدعي أنها تتحدث من داخل مستشفى الشفاء",Fake,,,,
