Id,date,platform,title,News content,Label
78,2024-08-12,AJPalestine,اقتحامات بالضفة والاحتلال يستنفر بحثا عن منفذي عملية الأغوار,"اقتحمت قوات الاحتلال الإسرائيلي مدنا وبلدات فيالضفة الغربيةالمحتلة، فجر اليوم الاثنين، في حين يواصل الاحتلال عمليات التمشيط بحثا عن منفذي عمليةغور الأردنالتي وقعت أمس وأسفرت عن مقتل جندي إسرائيلي وإصابة آخر. وتركزت الاقتحامات الإسرائيلية في مدن رام الله وجنين وقلقيلية، وسط اشتباكات مع المقاومة في بعض مناطق هذه المدن. وقال شهود عيان إن الجيش الإسرائيلي اقتحم مدينةجنينومخيمها شمالي الضفة الغربية، ودهم عددا من المنازل في الحي الشرقي من المدينة وسط اندلاع اشتباكات مسلحة مع مقاومين فلسطينيين. وقال مراسل الجزيرة إن قوات إسرائيلية اقتحمت مدينة جنين من حاجز الجلمة شمالي المدينة. وأضاف المراسل أن جنود الاحتلال حاصروا منزلا، مما أدى إلى اندلاع اشتباكات مسلحة مع مقاومين، وسط دوي صفارات الإنذار في المدينة. تكسير آليات الاحتلال أحد المحال التجارية في دوار جنين الرئيسي خلال اقتحام المدينةpic.twitter.com/7dz5I4JrbK — القسطل الإخباري (@AlQastalps)August 12, 2024 من جهتها، نقلت قناة الأقصى عن مصادر محلية أن الاشتباكات جرت في شارع نابلس وحي المراح بمدينة جنين، مشيرة إلى إصابة شابين برصاص الجنود الإسرائيليين. وأشارت المصادر إلى أن قوات الاحتلال اقتحمت أيضا مناطق في مخيم جنين، بالإضافة إلى بلدة قباطية. وأفادت مصادر فلسطينية بأن مقاومين استهدفوا القوات المتوغلة في جنين بعبوة ناسفة. وفي شمالي الضفة أيضا، أطلق مقاومون النار نحو قوات الاحتلال عند نقطة جرزيم جنوبي نابلس، بحسب مصادر فلسطينية. تغطية صحفية: تزامنا مع اقتحامها.. قوات الاحتلال تغلق مداخل قرية مادما جنوب نابلس.pic.twitter.com/DY5UExxWSL — شبكة قدس الإخبارية (@qudsn)August 12, 2024 وفي شرقي الضفة، أفاد مراسل الجزيرة بأن قوات الاحتلال الإسرائيلي اقتحمت فجر اليوم مخيم عقبة جبر في أريحا. وقالت مصادر محلية إن مقاومين استهدفوا بالأسلحة الرشاشة حاجز الحمرا العسكري شمالي أريحا، وحققوا إصابات مباشرة في صفوف القوات الإسرائيلية. وفي وسط الضفة، أفاد مراسل الجزيرة بأن قوات إسرائيلية اقتحمت بلدة سلواد شمال شرق رام الله. كما اقتحمت قوات من جيش الاحتلال مدينة رام الله فجر اليوم، ودهمت حي الطيرة وسط اندلاع مواجهات مع عشرات الفلسطينيين الذين تصدوا لها، وفق شهود عيان. وقال الشهود إن قوات الاحتلال اعتقلت مواطنا فلسطينيا بعد إطلاق كلابها البوليسية لم...",Real
79,2024-08-31,AJPalestine,الحرب على غزة مباشر.. الاحتلال يقصف مستشفى المعمداني والمقاومة تخوض اشتباكات بجنين,في اليوم الـ330 للحرب علىغزة، واصل جيش الاحتلال قصف مختلف أنحاء القطاع، مخلفا شهداء ومصابين، فيما أكدت وزارة الصحة ارتفاع أعداد ضحايا العدوان المتواصل إلى 40 ألفا و691 شهيدا، و94 ألفا و60 مصابا.,Real
80,2024-08-07,AJPalestine,اشتباكات بمخيم بلاطة والاحتلال يعتقل 10 آلاف بالضفة,"اندلعت اشتباكات بين مقاومين فلسطينيين وقوات الاحتلال خلال اقتحامها محيط مخيم بلاطة شرق مدينة نابلس فيالضفة الغربيةالمحتلة، وفي حين واصلجيش الاحتلال الإسرائيلياليوم الأربعاء حملة الاقتحامات والاعتقالات في مدنالضفة الغربيةالمحتلة، أعلن نادي الأسير الفلسطيني ارتفاع عدد المعتقلين بالضفة إلى 10 آلاف. وقال الهلال الأحمر الفلسطيني إن طفلا أصيب بالرصاص الحي خلال اقتحام قوات الاحتلال مخيم عسكر الجديد في مدينة نابلس، في حين أشار مراسل الجزيرة إلى إصابة ثانية خلال عملية الاقتحام. وأعلنت سرايا القدس- كتيبة نابلس أنها استهدفت ""قوات الاحتلال التي تقتحم نابلس بوابل من الرصاص ونتصدى لها"". ""سـ.ـرايا القدس-كتيـ.ـبة نابلس"": ""استهدفنا قوات الاحتلال التي تقتحم نابلس في الضفة الغربية بوابل من الرصاص ونتصدى لها""#الجزيرةpic.twitter.com/41Bkx9Hfj2 — الجزيرة فلسطين (@AJA_Palestine)August 7, 2024 وفي تطور آخر، أفاد مراسل الجزيرة بإصابة طفل فلسطيني برصاص مطاطي في الرأس فيمدينة الخليلجنوبي الضفة الغربية. وأضاف المراسل أن قوات الاحتلال اقتحمت مدينة الخليل وصادرت معدات من منشآت صناعية في قرية عبدة جنوب مدينة دورا جنوب الخليل. كما اقتحمت قوات الاحتلال مدينةقلقيلية(شمال الضفة)، ودهمتمنزلي الشهيدين جمال أبو هنية وعلي بكر، اللذين استشهدا عقب استهداف طائرة مسيرة لسيارتهما في مدينةطولكرمقبل أيام، إضافة لاقتحام منزل الشهيد إيهاب حامد واعتقال والده ووالد الشهيد علي بكر قبل أن تنسحب. وفيبيت لحم، اقتحمت قوات الاحتلال مخيم دهيشة ودهمت منزل الشهيد محمد هماش منفذ ""عملية النفق"" التي وقعت أمس جنوبالقدس المحتلة، والتي أسفرت عن إصابة مجندة إسرائيلية واستشهاد المنفذ. وحققت قوات الاحتلال مع أفراد أسرة الشهيد وحطمت محتويات بيت العزاء. في هذه الأثناء، أفاد نادي الأسير الفلسطيني بأن قوات الاحتلال اعتقلت 26 فلسطينيا خلال اقتحامها مناطق عدة بالضفة الغربية منذ أمس الثلاثاء. وأكد النادي -في بيان مشترك مع هيئة شؤون الأسرى- أن عدد الاعتقالات في الضفة بعد السابع من أكتوبر/تشرين الأول بلغ نحو 10 آلاف معتقل. وفي سياق متصل، أكدت هيئة مقاومة الجدار والاستيطان الفلسطينية أن قوات الاحتلال والمستوطنين نفذوا أكثر من 1110 اعتداءات وانتهاكات في الضفة الغربية خلال يوليو/تموز الماضي. وفي إحصائية أعدتها الهيئة، فإن الاحتلال نفذ 98 عملية ...",Real
81,2024-08-21,AJPalestine,إسرائيل تكدس 1.7 مليون فلسطيني بعُشر مساحة غزة,"أعلن المكتب الإعلامي الحكومي فيغزةالأربعاء أن الجيش الإسرائيلي يحشر نحو 1.7 مليون نازح فلسطيني في مساحة ضيقة لا تتجاوز عشر مساحة القطاع. وقال المكتب في بيان""يواصل الجيش ارتكاب أفظع الجرائم ضد المدنيين في غزة، والتي منها جريمة التهجير القسري والنزوح الإجباري لأكثر من 1.7 مليون مواطن فلسطيني مدني"". وأضاف أن الاحتلال يجبر المواطنين على النزوح الإجباري ومغادرة منازلهم ومناطق سكناهم تحت تهديد القتل والقصف والسلاح المحرم دوليًا، والتي تعد جريمة ضد الإنسانية. وأوضح أن الاحتلال يُمعن بشكل مقصود ووفق خطة مرتبة في خنق المدنيين وخنق المجتمع الفلسطيني في قطاع غزة في مساحة ضيقة جدًا، لا تتجاوز عُشر مساحة قطاع غزة. وطالب المُجتمع الدَّولي والمنظمات الدولية والأممية ودول العالم بـالضغط على الاحتلال وعلى الإدارة الأميركية لوقف حربالإبادة الجماعية، ووقف الجرائم ضد الإنسانية التي يرتكبها جيش الاحتلال الإسرائيلي ضد المدنيين في قطاع غزة. واليوم الأربعاء، أمر الجيش الإسرائيلي السكان والنازحين في عدد من بلدات دير البلح بإخلائها استعدادًا لمهاجمتها، في تقليص جديد للمناطق التي يزعم أنها آمنة. وقد حذر المرصد الأورومتوسطي لحقوق الإنسان من خطورة أوامر الإخلاء غير القانونية التي أصدرها الجيش الإسرائيلي في كل من دير البلح وسط قطاع غزة، ومواصي القرارة غربي خان يونس جنوب القطاع. وقال المرصد إن أوامر الإخلاء تعني فرض مزيد من التهجير القسري وتضييق نطاق المساحة التي يتكدس فيها قرابة مليوني إنسان. وأضاف المرصد أن أوامر الإخلاء تدل على أن إسرائيل ماضية في توسيع هجومها في مدينة دير البلح المكتظة بمليون شخص، أغلبهم من النازحين من شمال غزة وجنوبها. وذكر أن العديد من المؤسسات الإنسانية المحلية والدولية تتخذ من دير البلح مقرًا لها، وقال إن تصعيد الهجوم على المدينة يعرض العمل الإنساني الجزئي لخطر التوقف، وهو ما يعني المزيد من المخاطر الوجودية على سكان قطاع غزة.",Real
82,2024-08-29,AJPalestine,الحرب على غزة مباشر.. جيش الاحتلال يعين ضابطا لإدارة القطاع و17 شهيدا بالضفة,في اليوم الـ328 للحرب الإسرائيلية علىغزة، كشفت وسائل إعلام أن الجيش الإسرائيلي عيّن ضابطا لإدارة القضايا المدنية والإنسانية في القطاع، في حين استشهد 17 فلسطينيا خلال يومين في أكبر عملية عسكرية إسرائيلية فيالضفة الغربيةمنذ 2002.,Real
83,2024-08-19,AJPalestine,الاحتلال يتكبد خسائر ويرتكب مجزرتين بمخيم الشاطئ وخان يونس,"تكبد الجيش الإسرائيلي الاثنين خسائر في الأرواح والمعدات خلال معارك فيخان يونسورفح، وبالتوازي ارتكبت قوات الاحتلال مجزرتين بحق المدنيين فيقطاع غزة. فقد أعلن جيش الاحتلال -في بيان- مقتل ضابط برتبة ملازم من لواء المظليين في معارك جنوبي القطاع. ولم يوضح البيان ملابسات مصرع الضابط، بيد أن وسائل إعلام عبرية من بينها هيئة البث الرسمية قالت إن الضابط قتل وأصيب 6 جنود جراء إسقاط طائرة حربية إسرائيلية قنبلة على مبنى ملاصق لمبنى آخر كان الجنود داخله في خان يونس. وفي السياق، ذكرت قناة الأقصى أن المقاومة تخوض اشتباكات ضارية وتتصدى لآليات الاحتلال في مدينة حمد ومحيطها شمال غربي خان يونس. وكانت وسائل إعلام فلسطينية وإسرائيلية أفادت بأن معارك ضارية تدور في مناطق عدة بمحافظة خان يونس. وفي وقت سابق الاثنين، قالت وسائل إعلام إسرائيلية إن ""حدثا صعبا"" تعرض له جنود الجيش في خان يونس صباحا، دون مزيد من التفاصيل. ونشرت وسائل إعلام فلسطينية مشاهد لطائرة مروحية إسرائيلية تنفذ عملية إجلاء لجنود جرحى، جراء معارك عنيفة في مدينة حمد السكنية. من جهتها، نقلت وكالة وريترز عن شهود عيان أن قوات الاحتلال الإسرائيلي المتوغلة في شمال خان يونس وصلت إلى الطريق الساحلي، وهو ما قطع عمليا الطريق بين المدينة والمناطق الواقعة شمالها. وأضاف الشهود أنهم سمعوا أصواتا تشير إلى نشوب اشتباكات عنيفة بين المقاومة وقوات الاحتلال. وكان جيش الاحتلال أصدر أخيرا إنذارات لسكان مناطق مختلفة في خان يونس لإخلائها تمهيدا لتنفيذ عمليات عسكرية فيها، وهو ما دفع عشرات الآلاف إلى النزوح. وفي جنوبي قطاع غزة أيضا، أفاد مراسل الجزيرة بأن جيش الاحتلال الإسرائيلي نفذ عملية إجلاء بمروحية لجنود في رفح. وجرت عملية الإجلاء وسط قصف مدفعي وإطلاق نار وقنابل دخانية من طائرة حربية غربي المدينة. وكانتكتائب القسام، الجناح العسكري لحركة المقاومة الإسلامية (حماس)، أعلنت الاثنين أنها استهدفت 3 دباباتميركافابقذائفالياسين 105وناقلة جند من طراز ""نمر"" وجرافة عسكرية بحي تل السلطان غربي رفح. وتأتي عمليات القسام غربي رفح بعد يوم من إصدار رئيس الوزراء الإسرائيلي بنيامين نتنياهو أوامر لقواته بزيادة هجماتها العسكرية في مدينتي رفح وخان يونس للضغط على حركة حماس من أجل القبول بالمقترح الأميركي الجديد لصفقة التبادل. من جهتها، بثت سرايا القدس، الجناح العسكري لحركة ا...",Real
84,2024-08-24,AJPalestine,مجازر جديدة بغزة والقسام تعلن عن تفجير حقل ألغام بآليات للاحتلال,"أفادت مصادر للجزيرة باستشهاد 37 فلسطينيا في غارات إسرائيلية على مناطق متفرقة وسط وجنوبيقطاع غزةمنذ فجر اليوم، في حين كشفت كتائب القسام عن تفجير حقل ألغام بقوة للاحتلال بدير البلح، وذلك على وقع اشتباكات ضارية بالمنطقة بين مقاومين فلسطينيين وقوات الاحتلال. وأفاد مراسل الجزيرة بإصابة عدد من الفلسطينيين بجروح جراء إطلاق مُسيرات إسرائيلية النار على خيام نازحين شرقي مدينة دير البلح وسط قطاع غزة. وقال المراسل إن دبابات الاحتلال الإسرائيلي المتوغلة بمنطقة حكر الجامع بدير البلح قصفت بالمدفعية أهدافا بالمنطقة، وسط اشتباكات مع المقاومة. وفي دير البلح أيضا، أفاد مراسل الجزيرة بسقوط شهداء ومصابين في قصف طائرات الاحتلال مواطنين بمنطقة أبو عريف شرقي دير البلح وسط القطاع. من جهتها قالت بلدية دير البلح إن 100 ألف مواطن نزحوا من شرق المدينة خلال اليومين الماضيين، كما أفادت بخروج 20 مركز إيواء بالمدينة عن الخدمة. وكان المراسل أفاد في وقت سابق بأن غارات جوية وقصفا مدفعيا استهدف شرقي دير البلح. وقال مراسل الجزيرة إن 3 فلسطينيين استشهدوا وأصيب آخرون في قصف إسرائيلي استهدف شقة سكنية في عين جالوت بمخيم النصيرات وسط قطاع غزة. كما ذكرت مصادر إعلامية أن طائرات الاحتلال الإسرائيلي استهدفت أبراج عين جالوت بمخيم النصيرات. ⭕️ صور| أثناء انتشال طواقم الدفاع المدني شــهداء ومصابين في قصف منزل لعائلة ""كلخ"" في منطقة حي الأمل غربي خان يونس جنوب قطاع غزة.pic.twitter.com/GJQwHH41jv — المركز الفلسطيني للإعلام (@PalinfoAr)August 24, 2024 وفي جنوب القطاع، أفاد مراسل الجزيرة باستشهاد 11 فلسطينيا جراء قصف الاحتلال الإسرائيلي منطقة الكتيبة فيخان يونسصباح اليوم. كما أفاد بارتفاع عدد ضحايا القصف الذي استهدف منزلا في حي الأمل بخان يونس إلى 11 شهيدا، وقال إن قوات الاحتلال نسفت مباني سكنية غربي مدينة رفح في جنوب القطاع. وقال مراسل الجزيرة إن مدفعية الاحتلال الإسرائيلي استهدفت منازل سكنية في منطقة جورت اللوت جنوبي مدينة خان يونس. وفي الشمال، قال مراسل الجزيرة إن جيش الاحتلال الإسرائيلي شن غارة عنيفة على بيت لاهيا، كما نسف مباني سكنية بمنطقة دوار الكويت ومربع عليين والكلية الجامعية جنوب مدينة غزة. يأتي ذلك في حين شهدت محاور القتال في القطاع عمليات نوعية للمقاومة، أسقطت عددا من القتلى والجرحى في صفوف الجيش الإسرائيلي...",Real
85,2024-08-08,AJPalestine,الاحتلال يرتكب مجزرة بمخيم ويلوح بتوغل جديد في خان يونس,"ارتكب الجيش الإسرائيلي اليوم الخميس مجزرة جديدة في مخيم البريج وسطقطاع غزة، وأمر سكان أحياء فيخان يونسبإخلائها تمهيدا لشن عملية عسكرية فيها. فقد أفاد مراسل الجزيرة باستشهاد 15 فلسطينيا إثر استهداف الطائرات الحربية الإسرائيلية منازل تقع ضمن مربع سكني في مخيم البريج. وأظهرت صور تم تداولها على منصات التواصل الاجتماعي دمارا كبيرا في المربع السكني المستهدف، وتم نقل بعض الشهداء والمصابين إلى مستشفى شهداء الأقصى. #عاجل| 12 شهيدًا غالبيتهم من الأطفال جراء استهداف الاحتلال مربعًا سكنيًا في مخيم البريج وسط قطاع غزة.pic.twitter.com/GtK001GbdM — أنس الشريف Anas Al-Sharif (@AnasAlSharif0)August 8, 2024 وقالت مصادر فلسطينية إن أغلب ضحايا المجزرة (الشهداء والجرحى) أطفال، ونشر ناشطون صورة لطفلة ملفوفة في كفن أبيض استشهدت في القصف. وفي وسط القطاع أيضا، نقلت مواقع فلسطينية عن مصادر محلية أن 4 استشهدوا في غارة إسرائيلية شمال شرقمخيم النصيرات. وفي حصيلة وقتية، قالت مصادر طبية للجزيرة إن 31 فلسطينيا استشهدوا إثر تواصل القصف الإسرائيلي على مناطق متفرقة بقطاع غزة منذ فجر اليوم. وفجر اليوم، استشهد 5 فلسطينيين إثر قصف إسرائيلي استهدف منزلا في شارع الصحابة بمدينة غزة، كما انتشل 3 شهداء من شارع السكة في أطراف حي الزيتون جنوب شرقي المدينة. وفي مدينة غزة أيضا، أطلقت الآليات العسكرية المتواجدة جنوب الكلية النار بكثافة. وفي شمالي قطاع غزة، استشهد فلسطينيان في قصف إسرائيلي استهدف منزلا فيمخيم جباليا، وكان مراسل الجزيرة قال إن طائرات الاحتلال استهدفت الليلة الماضية منزلا في بيت لاهيا المجاورة مما أدى لاندلاع حريق فيه قبل أن تتمكن طواقم الدفاع المدني من إخماده. وفي جنوبي القطاع، أفاد مراسل الجزيرة باستشهاد فلسطيني إثر غارة نفذتها مسيرة إسرائيلية في خان يونس، وكانت امرأة استشهدت قبل ذلك في غارة منفصلة على بلدة عبسان شرقي المدينة. وفي مدينةرفحالتي تتعرض منذ مايو/أيار الماضي لاجتياح إسرائيلي، انتشلت طواقم الإسعاف جثماني شهيدين ونقلتهما إلى مجمع ناصر في خان يونس. في غضون ذلك، أعلنت وزارة الصحة في غزة اليوم أن جيش الاحتلال الإسرائيلي ارتكب 4 مجازر راح ضحيتها 22 شهيدا و77 مصابا خلال 24 ساعة، وهو ما يرفع عدد ضحايا العدوان الإسرائيلي إلى 39 ألفا و699 شهيدا و91 ألفا و722 مصابا منذ السابع من أكتوبر/تشرين الأو...",Real
86,2024-08-13,AJPalestine,المخابرات الإسرائيلية تحتجز الرجوب وتستدعيه للتحقيق,"رام الله-احتجزت المخابرات الإسرائيلية، اليوم الثلاثاء،جبريل الرجوبأمين سر اللجنة المركزية لحركة التحرير الوطني الفلسطيني (فتح) رئيس اللجنة الأولمبية الفلسطينية، واستدعته لمقابلتها غدا الخميس. وجاء الاحتجاز والاستدعاء على الجانب الإسرائيلي من معبر الكرامة (أللنبي) وذلك خلال عودة الرجوب من الأردن إلى الضفة الغربية، وتم تسليمه بلاغا للمثول أمام أحد ضباط المخابرات للتحقيق في معسكر عوفر غربي رام الله. ونقلت وكالة الأنباء الرسمية الفلسطينية عن الرجوب قوله إن قوات الاحتلال احتجزته خلال عودته من المشاركة في دورة الألعاب الأولمبية ""باريس 2024"" عبر معبر الكرامة، وصادرت جواز سفره، وفتشته تفتيشا دقيقا، قبل أن تسلمه استدعاء لمراجعة مخابراتها. وأضاف الرجوب أن ""الكل الفلسطيني مستهدف من الاحتلال الإسرائيلي، وهذا شيء متوقع من قوة احتلال تبيد شعبنا وتسعى إلى تهجيره، ولا تفرق بين امرأة أو طفل أو شيخ أو عجوز، فنحن كفلسطينيين ومهما كانت صفتنا مستهدفون وملاحقون ولا حصانة لأحد"". وقال إنه لن يمتثل لاستدعاء سلطات الاحتلال له، مضيفا ""هذه سلطة احتلال ولن أمتثل لاستدعائها لمراجعة مخابراتها"". وتابع أنه ""والأسرة الرياضية الفلسطينية -مدعومة بأشقائها وأصدقائها حول العالم- ستستمر في جهدها لطرد دولة الاحتلال الإسرائيلي من المحافل الرياضية كافة، كونها لا تحترم القوانين الدولية التي تحكم وتنظم علاقات الاتحادات الرياضية"". وكان الرجوب قد تعرض لتهديدات سابقا من وزراء في الحكومة الإسرائيلية باعتقاله، لمحاولته طرد دولة الاحتلال من الاتحادات الرياضية الدولية. وهدد وزير الخارجية الإسرائيلييسرائيل كاتسفي مايو/أيار الرجوب قائلا ""جبريل الرجوب، الإرهابي الذي يرتدي بدلة والذي دعم علناً جرائمحماس، يعمل في جميع أنحاء العالم لإزالة إسرائيل من الاتحاد العالمي لكرة القدم"". وأضاف ""سنعمل على إحباط خطته، وإذا لم يتوقف فسنسجنه ونتركه ليلعب وحده بين الجدران"". وفي أكثر من مناسبة، طالب الرجوب بتعليق عضوية الاتحاد الإسرائيلي لكرة القدم كعضو في الاتحاد الدولي لكرة القدم (الفيفا) وبشكل فوري، مشيرا إلى ""انتهاكات ممنهجة لقوانين وأنظمة الفيفا، منها ضم الاتحاد الإسرائيلي لكرة القدم أندية المستوطنات غير القانونية"". وتحدث الرجوب، خلال لقاءات صحفية وفي اجتماعاته معه رئيس اللجنة الأولمبية الدوليةتوماس باخ، في العاصمة الفرنسية على هامش ...",Real
87,2024-08-20,AJPalestine,الحرب على غزة مباشر.. نتنياهو يؤكد عدم الانسحاب من القطاع ومقتل جنود للاحتلال,في اليوم الـ319 للحرب على غزة، أعلن رئيس الوزراء بنيامين نتنياهو أنه من غير المؤكد التوصل لاتفاق، وأكد رفضه الانسحاب من محوري فيلادلفيا ونتساريم رغم كل الضغوط.,Real
88,2024-08-06,AJPalestine,9 شهداء خلال توغل الاحتلال في جنين وطوباس,"استشهد 5 فلسطينيين اليوم الثلاثاء في قصف إسرائيلي علىجنينبشمالالضفة الغربية، وذلك بعد ساعات من استشهاد 4 آخرين برصاص قوات الاحتلال في بلدة قرب طوباس. وأفاد مراسل الجزيرة ليث جعار بأن مسيّرين إسرائيليتين استهدفا اليوم بشكل منفصل سيارتين في الحي الشرقي بمدينة جنين، مشيرا إلى تقارير عن 7 إصابات أخرى. وقالت وكالة الأنباء الفلسطينية -نقلا عن مدير مستشفى جنين وسام بكر- إن القصف أسفر عن استشهاد 5 فلسطينيين، مشيرة إلى أن الجثامين وصلت إلى المستشفى أشلاء. من جهتها، قالت مصادر طبية للجزيرة إن طواقم الإسعاف انتشلت جثمان شهيد رابع في القصف الذي وقع بالمنطقة الشرقية من جنين. وقال الهلال الأحمر الفلسطيني إن قوات الاحتلال أطلقت النار على سيارات الإسعاف لمنعها من الوصول إلى الضحايا. في المقابل، قال المتحدث باسم الجيش الإسرائيلي إن طائرات سلاح الجو استهدفت في غارتين ما سماها خلايا مسلحة خلال عملية عسكرية في منطقة جنين. وذكرت مصادر فلسطينية أن قوات الاحتلال انسحبت ظهر اليوم من مدينة جنين ومخيمها بعد عملية عسكرية استمرت نحو 20 ساعة. وكانت القوات الإسرائيلية توغلت عصر أمس في جنين معززة بالجرافات العسكرية، وقامت في الساعات الماضية بعمليات تجريف وتخريب للبنية التحتية بالمدينة ومخيمها. #شاهدفلسطيني يتحدث عن قصف الاحتلال لمركبة بالحي الشرقي لجنين ومنع الطواقم الطبية من الوصول للموقع.pic.twitter.com/olsS2KJFIR — المركز الفلسطيني للإعلام (@PalinfoAr)August 6, 2024 وقد أعلنتكتائب القسامفي جنين أن مقاتليها وآخرين من فصائل المقاومة تصدوا لقوات الاحتلال المتوغلة في مدينة جنين ومخيمها. من جهتها، قالتكتيبة جنينفيسرايا القدسإنها فجرت عبوة ناسفة معدة مسبقا في آلية عسكرية إسرائيلية بجنين وحققت إصابات مباشرة. وأضافت أن المقاومين خاضوا اشتباكات عنيفة مع قوات الاحتلال المقتحمة. وفي وقت سابق اليوم، أفاد الهلال الأحمر الفلسطيني باستشهاد 4 أشخاص وإصابة 8 آخرين برصاص قوات الاحتلال الإسرائيلي خلال مواجهات اندلعت عقب اقتحامها بلدة عقابا شمالي مدينة طوباس بالضفة الغربية المحتلة. وقال مراسل الجزيرة إن قوات إسرائيلية خاصة داهمت البلدة وحاصرت منزل أحد الفلسطينيين في البلدة، واعتلت قناصتها أسطح البنايات المحيطة بالمنزل، ما أدى لاندلاع اشتباكات بين مقاومين فلسطينيين وقوات الاحتلال. واليوم جرى تشييع الشهداء في بلدة ...",Real
89,2024-08-17,AJPalestine,الحرب على غزة مباشر.. كمائن وعمليات للمقاومة وشهيدان بغارة إسرائيلية على جنين,في اليوم الـ316 للحرب علىغزة، واصل جيش الاحتلال قصف مناطق عدة بالقطاع الفلسطيني المحاصر مخلفا شهداء وجرحى، كما استشهد فلسطينيان مساء اليوم السبت بغارة نفذتها مُسيرة استهدفت سيارة في مدينة جنين بالضفة الغربية المحتلة.,Real
90,2024-08-06,AJPalestine,12 شهيدا وعدد من المصابين واقتحامات لمدن وبلدات بالضفة,"ارتفع عدد الشهداء فيالضفة الغربيةاليوم الثلاثاء إلى 12 شهيدا، وسط قصف واقتحامات لعدد من مدن وبلدات الضفة منذ ساعات الفجر، في حين أعلنت المقاومة تصديها لقوات الاحتلال المتوغلة فيجنين. وجاء استشهاد 11 فلسطينيا في عمليات عسكرية للجيش الإسرائيلي ببلدة عقابا قرب طوباس، ومدينة جنين، وبلدة كفر قود غربي جنين (شمال)، في حين استشهد فلسطيني آخر في بيت لحم (جنوب) بادعاء تنفيذ عملية طعن. وقالت وزارة الصحة في بيانات متفرقة إن 4 فلسطينيين استشهدوا في بلدة عقابا في طوباس. وكان الجيش الإسرائيلي قد اقتحم بلدة عقابا وحاصر منزلا، مما أدى إلى اندلاع مواجهات مع فلسطينيين أطلق خلالها الرصاص الحي. وتداول ناشطون مقاطع فيديو تُسمع فيها أصوات رصاص قالوا إنها نتيجة اشتباكات بين الجيش الإسرائيلي ومسلحين فلسطينيين تدور في البلدة. كما استشهد 3 فلسطينيين وأصيب اثنان آخران برصاص قوات الاحتلال الإسرائيلي في قرية كفر قود غرب مدينة جنين (شمال). وقد اقتحمت قوة من الجيش الإسرائيلي اليوم الثلاثاء بلدة كفر قود قرب مدينة جنين شمالي الضفة الغربية المحتلة وحاصرت منزلا فيها. وفي وقت سابق، استشهد 5 فلسطينيين اليوم في قصف إسرائيلي على جنين شمالي الضفة الغربية، ليرتفع بذلك عدد الذين استشهدوا اليوم إلى 12، وليصل العدد الإجمالي للشهداء في الضفة إلى 619 منذ 7 أكتوبر/تشرين الأول 2023 إضافة إلى نحو 5400 جريح، وفق معطيات رسمية. قوات الاحتلال تمنع مركبات الإسعاف من الوصول للمنزل المحاصر في كفر قود غرب جنين.pic.twitter.com/fhO9klGYAF — القسطل الإخباري (@AlQastalps)August 6, 2024 وأفاد مراسل الجزيرة ليث جعار بأن مسيّرين إسرائيليتين استهدفا اليوم بشكل منفصل سيارتين في الحي الشرقي بمدينة جنين، مشيرا إلى تقارير عن 7 إصابات أخرى. وقالت وكالة الأنباء الفلسطينية -نقلا عن مدير مستشفى جنين وسام بكر- إن القصف أسفر عن استشهاد 5 فلسطينيين، مشيرة إلى أن الجثامين وصلت إلى المستشفى أشلاء. من جهتها، قالت مصادر طبية للجزيرة إن طواقم الإسعاف انتشلت جثمان شهيد رابع في القصف الذي وقع بالمنطقة الشرقية من جنين. وقال الهلال الأحمر الفلسطيني إن قوات الاحتلال أطلقت النار على سيارات الإسعاف لمنعها من الوصول إلى الضحايا. في المقابل، قال المتحدث باسم الجيش الإسرائيلي إن طائرات سلاح الجو استهدفت في غارتين ما سماها خلايا مسلحة خلال عملية عسكرية بمنط...",Real
