Id,date,platform,title,News content,Label
18,2025-04-02,AJPalestine,عاجل | مراسل #الجزيرة: إصابة,عاجل | مراسل #الجزيرة: إصابة فلسطيني بشظايا قصف مدفعي إسرائيلي على حي الزيتون جنوبي مدينة غزة,Real
19,2025-04-02,MisbarFC,**#مسبار_مصر**** | **🟦 الفيديو يعود,"**#مسبار_مصر**** | **🟦 الفيديو يعود إلى 19 أكتوبر 2023، ويوثق كلمة ألقاها المستشار المصري أيمن عفيفي سالم رئيس جلسة أقيمت في محكمة شبرا الخيمة، أعلن خلالها تضامنه مع القضية الفلسطينية، ودعمه الحقوق المشروعة للشعب الفلسطيني، وهاجم الاحتلال الإسرائيلي.

⬅️ التفاصيل: https://msbr.co/ugdpv",Fake
20,2025-04-02,AJPalestine,مدير الأونروا بالضفة الغربية للجزيرة:,"مدير الأونروا بالضفة الغربية للجزيرة: 
- لاحظنا مضايقات جديدة على مقراتنا وموظفينا في القدس الشرقية المحتلة
- ملتزمون باستمرار تقديم الخدمات للفلسطينيين والوضع صعب جدا شمالي الضفة
- مخيمات جنين وطولكرم ونور شمس شمالي الضفة فارغة من السكان
- نقدم خدمات صحية لنحو نصف مليون فلسطيني ولدينا 50 مركزا صحيا
- نطلب الالتزام بالقوانين الدولية في ما يتعلق بالأوضاع في الضفة المحتلة",Real
21,2025-04-02,AJPalestine,محللون إسرائيليون يتناولون المفاوضات مع,"محللون إسرائيليون يتناولون المفاوضات مع حمـ.ـاس وإفشال نتنياهو لأي محاولة لإنهاء الحرب
#الأخبار #حرب_غزة",Real
22,2025-04-02,AJPalestine,عاجل | مشروع تكاليف الحرب,"عاجل | مشروع تكاليف الحرب بجامعة براون: 
- حرب غزة قتلت صحفيين أكثر مما قتل في الحرب الأهلية الأمريكية
- حرب غزة قتلت صحفيين أكثر مما قتلته الحربان العالميتان وحرب فيتنام
- قتل ما لا يقل عن 232 صحفيا وعاملا إعلاميا في غزة منذ بدء الحرب
- الحرب في غزة أسوأ صراع على الإطلاق للصحفيين
- الحكومة الإسرائيلية شنت حربا لا هوادة فيها على الصحافة
- إسرائيل منعت المراسلين الأجانب المستقلين من دخول غزة
- إسرائيل قتلت صحفيين محليين بأعداد قياسية دون أي عواقب",Real
23,2025-04-02,AJPalestine,"""322 طفلا على الأقل قتلوا","""322 طفلا على الأقل قتلوا منذ انهيار الاتفاق"".. اليونيسف: مقتل وإصابة أكثر من 49 ألف طفل في غزة منذ بدء الحرب
#الأخبار #حرب_غزة",Real
24,2025-04-02,AJPalestine,وزير الدفاع الإسرائيلي: - أصبحت,"وزير الدفاع الإسرائيلي: 
- أصبحت أهمية الاستيطان اليهودي واضحة بوصفه حاميا لقلب إسرائيل
- سنضمن أمن المستوطنين ولن نسمح للفلسطينيين بالبناء غير القانوني لتهديد الاستيطان",Real
25,2025-04-02,AJPalestine,من استهدفت إسرائيل في الضاحية,"من استهدفت إسرائيل في الضاحية الجنوبية؟
#شبكات #حرب_غزة",Real
26,2025-04-02,AJPalestine,"""غير مسبوق منذ بداية الاحتلال","""غير مسبوق منذ بداية الاحتلال الإسرائيلي عام 1967"".. كشفت صحيفة واشنطن بوست أن العملية الإسرائيلية أدت إلى نزوح قسري لأكثر من40 ألف شخص من مخيمات اللاجئين والمجتمعات المحيطة بها في جنين وطولكرم، وفقا للأمم المتحدة
#الأخبار #حرب_غزة",Real
27,2025-04-02,AJPalestine,بالتواريخ.. رصد دوي صافرات إنذار,"بالتواريخ.. رصد دوي صافرات إنذار في مستوطنات إسرائيلية بعد إطلاق صواريخ من قطاع #غزة بعد استئناف إسرائيل حربها على القطاع | تقرير: أسماء علي
#حرب_غزة #الأخبار",Real
28,2025-04-03,AJPalestine,عاجل | الناطق العسكري باسم,عاجل | الناطق العسكري باسم أنصار الله في #اليمن: مستمرون في مساندة غزة حتى توقف العدوان ورفع الحصار,Real
29,2025-04-03,AJPalestine,إغلاق مخابز غزة وتحذير من,"إغلاق مخابز غزة وتحذير من أزمة جوع هائلة
#شبكات #حرب_غزة",Real
30,2025-04-03,AJPalestine,قالت أمينة السيد إنها قضت,"قالت أمينة السيد إنها قضت الصباح كله متنقلة من مخبز إلى آخر في غزة دون جدوى، وعبرت عن خشيتها من المجاعة التي مروا بها في الجنوب
#فيديو #حرب_غزة",Real
31,2025-04-03,AJPalestine,قال مايكل فخري المقرر الخاص,"قال مايكل فخري المقرر الخاص للأمم المتحدة المعني بالحق بالغذاء للجزيرة إن المخابز بغزة أغلقت ما يعني أن القطاع على حافة المجاعة، وقال إن محكمة العدل الدولية اعترفت بوجود مجاعة في غزة، وأضاف أن إسرائيل تستخدم الغذاء سلاحا وترتكب إبادة جماعية
#الأخبار #حرب_غزة",Real
32,2025-04-03,AJPalestine,الشرطة الأمريكية تعتقل شابا مناهضا,"الشرطة الأمريكية تعتقل شابا مناهضا للاحتلال الإسرائيلي يحمل علم فلسطين
#فيديو #حرب_غزة",Real
33,2025-04-03,AJPalestine,عاجل | مراسل #الجزيرة: غارات,عاجل | مراسل #الجزيرة: غارات جوية إسرائيلية على بلدة عبسان الكبيرة شرقي مدينة خان يونس بقطاع غزة,Real
34,2025-04-03,AJPalestine,نائب وزير الخارجية البريطاني: المملكة,"نائب وزير الخارجية البريطاني: المملكة المتحدة لا تدعم توسيع العمليات العسكرية في غزة
#فيديو #حرب_غزة",Real
35,2025-04-03,AJPalestine,أصوات من غزة | مسعفو,"أصوات من غزة | مسعفو غزة يواجهون ظروفا صعبة في ظل الحرب التي قضت على 90% من سيارات الإسعاف في منطقتهم
#الأخبار #حرب_غزة",Real
36,2025-04-03,AJPalestine,تتصاعد حالة التحريض في الإعلام,"تتصاعد حالة التحريض في الإعلام الإسرائيلي على الفلسطينيين في قطاع غزة فقد عبر أحد الضيوف في القناة الثالثة عشرة عن أمنيته في وجود زرّ يبيد ثمان مئة ألف فلسطيني دفعة واحدة. وذكّر آخرون بحالة الإنهاك في صفوق الجيش الإسرائيلي وتجنب معظم جنود الاحتياط الانضمام للقتال في صفوف الجيش
#الجزيرة #الأخبار",Real
37,2025-04-03,AJPalestine,مصادر طبية للجزيرة: 44 شهيدا,"مصادر طبية للجزيرة: 44 شهيدا في غارات إسرائيلية على قطاع غزة منذ فجر اليوم 23 منهم في مدينة غزة
#الجزيرة",Real
38,2025-04-04,AJPalestine,قائد سرية في لواء غولاني:,"قائد سرية في لواء غولاني: الهدف من العملية البرية في غزة تحرير المختطفين حتى لو لم نتوجه إلى أي نفق أو مبنى
#الجزيرة",Real
39,2025-04-04,AJPalestine,المفوض العام للأونروا: - الجوع,"المفوض العام للأونروا:
- الجوع واليأس ينتشران في غزة مع استخدام الغذاء ومساعدات الإغاثة سلاحا
- تواصل إسرائيل منذ أكثر من شهر حصارها الشامل لغزة وتمنع المواد الأساسية في عقاب جماعي
#الجزيرة",Real
40,2025-04-04,tibianps,**تؤكد منصة تبيان أن هذا,**تؤكد منصة تبيان أن هذا التصريح مزور ولم يرد عن المحلل الفلسطيني سعيد زياد على شاشة الجزيرة**,Fake
41,2025-04-04,MisbarFC,**#مسبار_فلسطين**** | **🔵 الفيديو منشور,"**#مسبار_فلسطين**** | **🔵 الفيديو منشور منذ 16 ديسمبر 2021 على الأقل، ويُظهر جنديًا إسرائيليًا يشتري خبزًا من بائع فلسطيني في الأراضي المحتلة، وفقًا للحسابات والقنوات التي نشرته حينها.

اقرأ أكثر: https://msbr.co/dfiuw",Fake
42,2025-04-04,AJPalestine,يديعوت أحرونوت: جيش الاحتلال يوسع,"يديعوت أحرونوت: جيش الاحتلال يوسع المنطقة العازلة على حدود غزة وقوات الفرقة 252 تعمل على مشارف حي الشجاعية
#الجزيرة",Real
43,2025-04-04,AJPalestine,مراسل الجزيرة يرصد الأوضاع الإنسانية,"مراسل الجزيرة يرصد الأوضاع الإنسانية في ظل نقص الخبز في قطاع غزة
#الجزيرة #الأخبار",Real
44,2025-04-04,AJPalestine,مصادر طبية للجزيرة: 18 شهيدا,"مصادر طبية للجزيرة: 18 شهيدا في غارات إسرائيلية على قطاع غزة منذ فجر اليوم
#الجزيرة #الأخبار",Real
45,2025-04-04,MisbarFC,**#مسبار_فلسطين**** | **◼️ الفيديو من,"**#مسبار_فلسطين**** | **◼️  الفيديو من أكتوبر 2023 وليس لمؤذن مسجد في #قطاع_غزة ينادي المسلمين بإغاثة أهالي القطاع عقب الغارات الإسرائيلية أمس الخميس.

🔗 إليك التفاصيل كاملةً: https://msbr.co/lkrnc

#غزة_تحت_القصف",Fake
46,2025-04-04,AJPalestine,مدير المستشفى المعمداني في غزة,"مدير المستشفى المعمداني في غزة للجزيرة:
- الوضع كارثي وخرج عن السيطرة مع المجازر المتتالية
- نناشد المعنيين الضغط لفتح المعابر لتخفيف الضغط على المنظومة الصحية
- لا يوجد في شمال قطاع غزة سوى جهاز تصوير طبقي واحد بينما نحتاج عشرات
#الجزيرة",Real
47,2025-04-04,MisbarFC,**#مسبار_فلسطين**** | **📌 الفيديو من,"**#مسبار_فلسطين**** | **📌 الفيديو من يناير 2024 ويُوثق اعتداء مُتّهم على قاضية أميركية، أثناء جلسة للنطق بالحكم في ولاية لاس فيغاس، وليس لصحفي عربي هاجم مسؤولة أميركية تدعم الحرب على #غزة. 

تفاصيل أكثر: https://msbr.co/1exz0",Fake
48,2025-04-04,AJPalestine,عاجل | مراسل #الجزيرة: شهيد,عاجل | مراسل #الجزيرة: شهيد ومصابون في قصف بمسيرة إسرائيلية استهدف دراجة نارية في شارع النصر غربي مدينة غزة,Real
49,2025-04-04,AJPalestine,عاجل | مراسل #الجزيرة: مصابون,عاجل | مراسل #الجزيرة: مصابون في قصف مدفعي إسرائيلي على شارع السكة بحي الشجاعية شرقي مدينة غزة,Real
50,2025-04-04,AJPalestine,عاجل | المتحدث باسم الجيش,"عاجل | المتحدث باسم الجيش الإسرائيلي: نعمل على توسيع نشاطنا البري في شمال قطاع غزة
#الجزيرة",Real
51,2025-04-04,AJPalestine,غزيون يودعون شهداءهم في غزة,"غزيون يودعون شهداءهم في غزة بعد غارات للاحتلال على مناطق متفرقة من قطاع غزة
#الجزيرة #الأخبار",Real
52,2025-04-04,MisbarFC,**#مسبار_فلسطين**** | 🔴 الفيديو يُظهر,"**#مسبار_فلسطين**** |   

🔴 الفيديو يُظهر إطلاق الشرطة في ****#غزة**** النار، بعد أن اندفع حشد نحو شاحنة مساعدات قادمة عبر ****#معبر_رفح**** مع ****#مصر****، في 16 فبراير عام 2024.   

تفاصيل أوفى: ****https://msbr.co/pqj94**",Fake
53,2025-04-05,MisbarFC,#مسبار_صحيح ✅ | خلال احتفال,"#مسبار_صحيح ✅ | خلال احتفال لـ""#مايكروسوفت"" في واشنطن بمناسبة الذكرى الخمسين لتأسيسها، قاطعت موظفة كلمة المدير التنفيذي لقطاع الذكاء الاصطناعي في الشركة احتجاجًا على علاقات الشركة مع إسرائيل.

#غزة #فلسطين",Fake
54,2025-04-05,MisbarFC,#مسبار_سوريا | 📍نشرت وسائل إعلام,"#مسبار_سوريا | 📍نشرت وسائل إعلام عربية وعبرية المشاهد الأصلية في أكتوبر 2023، وذكرت أنها توثق اللحظات الأولى من عملية طوفان الأقصى، التي نفّذتها المقاومة الفلسطينية في قطاع غزة ضد جيش الاحتلال الإسرائيلي.

هنا التفاصيل: https://msbr.co/o75sj",Fake
55,2025-04-05,MisbarFC,#مسبار_الجزائر | 🔎يعود مقطع الفيديو,"#مسبار_الجزائر | 🔎يعود مقطع الفيديو إلى نوفمبر 2023، ويوثّق تظاهرة نُظمت في الجزائر دعمًا للفلسطينيين في قطاع #غزة، واحتجاجًا على الحرب الإسرائيلية التي بدأها الاحتلال في السابع من أكتوبر من العام نفسه.

تفاصيل أوفى: https://msbr.co/jfhjf",Fake
56,2025-04-05,MisbarFC,#مسبار_أميركا | 🟥 يعود الفيديو,"#مسبار_أميركا | 🟥 يعود الفيديو إلى يوم 13 نوفمبر 2023، وهو من تظاهرة في ولاية تكساس الأميركية، أقام خلالها المشاركون عرضًا لدعم فلسطين، رفعوا خلاله لافتات كُتب عليها ""ارفعوا الحصار عن غزة"" و""أوقفوا المساعدات الأميركية لإسرائيل"".

تفاصيل أوفى: https://msbr.co/lwvti",Fake
57,2025-04-05,AJPalestine,أردنيون يتظاهرون نصرة لغزة في,"أردنيون يتظاهرون نصرة لغزة في العاصمة عمان
#فيديو #حرب_غزة",Real
58,2025-04-05,AJPalestine,مفوض الأونروا: - مقتل وإصابة,"مفوض الأونروا: 
- مقتل وإصابة ما لا يقل عن 100 طفل يوميا في غزة منذ استئناف الهجمات مؤلم للغاية
- الحرب حولت قطاع غزة إلى أرض محرمة على الأطفال
#الجزيرة",Real
59,2025-04-05,AJPalestine,ألحق الاحتلال الإسرائيلي دمارا كبيرا,"ألحق الاحتلال الإسرائيلي دمارا كبيرا عقب استهدافه مدرسة دار الأرقم في حي التفاح شرق مدينة غزة، والتي كانت تؤوي النازحين
وأفاد الدفاع المدني في غزة بوقوع مجزرة في حق النازحين نتيجة غارة إسرائيلية على مدرسة دار الأرقم بحي التفاح شرق مدينة غزة، أسفرت عن 30 شـ.ـهيدا وأكثر من 100 جريح
بدورها قالت وزارة الخارجية الفلسطينية، في بيان مساء الخميس، إن مجزرة مدرسة دار الأرقم بحق الأطفال والنساء تستوجب محاسبة مجرمي الحرب وتوفير الحماية الدولية للشعب الفلسطيني
#الجزيرة #ألبوم",Real
60,2025-04-05,AJPalestine,اللواء فايز الدويري يحلل أسباب,"اللواء فايز الدويري يحلل أسباب توسيع الاحتلال عملياته البرية تدريجيا في غزة
#الجزيرة #الأخبار",Real
61,2025-04-05,AJPalestine,هآرتس عن مسؤول يرافق نتنياهو,"هآرتس عن مسؤول يرافق نتنياهو للمجر: 
-  نضغط عسكريا ولا يمكن إعادة الرهائن بصفقة ثم العودة للحرب فحـ.ـماس ليست ساذجة
-  إسرائيل تجري مفاوضات مع أكثر من دولة بشأن استيعاب فلسطينيين من قطاع غزة
#الجزيرة",Real
62,2025-04-05,AJPalestine,كاميرا مراقبة توثق لحظة حرق,"كاميرا مراقبة توثق لحظة حرق مستوطنين سيارة، فجر الجمعة، تعود لعائلة فلسطينية في قرية قيرة شمال سلفيت بالضفة الغربية
#الجزيرة #فيديو",Real
63,2025-04-05,AJPalestine,مصطفى البرغوثي: غزة تعيش اليوم,"مصطفى البرغوثي: غزة تعيش اليوم أخطر وضع منذ بدء هذه الحرب
#الجزيرة #الأخبار",Real
64,2025-04-05,AJPalestine,عاجل | واللا عن مصدر,"عاجل | واللا عن مصدر أمني إسرائيلي: 
- الواقع الجديد بقطاع غزة سيجبر قادة حمـ.ـاس على الاهتمام بالشؤون الداخلية والمظاهرات
- القوات تتقدم وفق الخطط الموضوعة في شمال قطاع غزة وجنوبه ولن نكشف خطواتنا المقبلة",Real
65,2025-04-05,AJPalestine,أعلن الناطق العسكري باسم أنصـ.ـار,"أعلن الناطق العسكري باسم أنصـ.ـار الله أن الجماعة نفذت هجومًا بمسيرة استهدف هدفا عسكريا إسرائيليا في مدينة يافا المحتلة، مشيرًا في الوقت نفسه إلى إسقاط طائرة استطلاع أمريكية إسرائيلية في أجواء محافظة صعدة شمالي اليمن
#الأخبار #حرب_غزة",Real
66,2025-04-05,AJPalestine,عاجل | أ.ب: - متظاهرة,"عاجل | أ.ب: 
- متظاهرة مؤيدة لفلسطين تقطع احتفالا لمايكروسوفت احتجاجا على تزويد الشركة إسرائيل بتقنية الذكاء الاصطناعي
- المتظاهرة قطعت كلمة مصطفى سليمان الرئيس التنفيذي لمايكروسوفت للذكاء الاصطناعي وصرخت عار عليك
- المتظاهرة قالت لسليمان أنت تدعي استخدام الذكاء الاصطناعي للخير بينما تبيع الشركة تقنياته لجيش إسرائيل",Real
67,2025-04-06,AJPalestine,جيروزاليم بوست عن تسجيل مسرب,جيروزاليم بوست عن تسجيل مسرب لمسؤول في الشاباك: نعتقل فلسطينيين في الضفة لبضعة أيام حتى دون أدلة,Real
68,2025-04-06,MisbarFC,**#مسبار_فلسطين**** | **❌ الصوت مُركب,"**#مسبار_فلسطين**** | 
**❌ الصوت مُركب والفيديو قديم، والمشهد ليس لانقطاع صوت مؤذن جراء قصف إسرائيلي على مسجد في #غزة.

✅ الفيديو الأصلي يعود إلى قصف مسجد الفاروق في غزة عام 2024 ولم يتضمن صوت رفع الأذان.

للمزيد: https://msbr.co/9zkeo",Fake
69,2025-04-06,MisbarFC,**#مسبار_فلسطين**** | 🚨 اختفاء 15,"**#مسبار_فلسطين**** | 🚨 اختفاء 15 مسعفًا فلسطينيًّا لـ 8 أيام.. والعثور على جثثهم مكبَّلة في ****#رفح****
**
الجانب الفلسطيني يؤكّد: ""إعدام ميداني متعمَّد"".. والاحتلال ينكر ويبرّر استهدافه برواية مضللة.
**ماذا كشف تحقيق ****#مسبار**** بالأدلة؟ هل كانت تصفية متعمدة ضدّ طواقم الإغاثة؟
**
🔴 هنا التفاصيل: https://msbr.co/zplof",Fake
70,2025-04-06,MisbarFC,**#مسبار_أميركا**** |** ✅ توافد آلاف,**#مسبار_أميركا**** |** ✅ توافد آلاف المتظاهرين المؤيدين لـ #فلسطين إلى مبنى الكابيتول في واشنطن العاصمة يوم السبت 5 إبريل الجاري، ضمن احتجاجات مناهضة لدونالد #ترامب وإيلون ماسك.,Fake
71,2025-04-06,AJPalestine,الأونروا: سكان غزة يعيشون معاناة,"الأونروا: سكان غزة يعيشون معاناة لا يمكن تخيلها ويجب تجديد وقف إطلاق النار ورفع الحصار المستمر منذ أكثر من شهر
#الجزيرة",Real
72,2025-04-06,AJPalestine,المتحدث العسكري باسم أنصـ.ـار الله,"المتحدث العسكري باسم أنصـ.ـار الله يقول إن قواتهم الصاروخية والمسيرات قد اشتبكت مع حاملة الطائرات ترومان في البحر الأحمر واستهدفت سفينة إمداد تابعة لحاملة الطائرات ترومان باستخدام صاروخ باليستي
#الأخبار #حرب_غزة",Real
73,2025-04-06,AJPalestine,مقررة الأمم المتحدة لحقوق الإنسان,"مقررة الأمم المتحدة لحقوق الإنسان في الأراضي الفلسطينية المحتلة فرانشيسكا ألبانيزي: الفلسطينيين مستهدفون بغض النظر عن مهنتهم سواء كانوا صحيفيين أو طواقم طبية أو إغاثية أومدنيين
#الجزيرة #الأخبار",Real
74,2025-04-06,AJPalestine,عاجل | يديعوت أحرونوت عن,عاجل | يديعوت أحرونوت عن شقيق أسير إسرائيلي بغزة: لا نفعل ما يكفي في غزة ولا أرى أن القتال الحالي سيؤدي لكسر حمـ.ـاس,Real
75,2025-04-06,AJPalestine,اليونيسف: - أكثر من مليون,"اليونيسف:
- أكثر من مليون طفل في قطاع غزة حرموا من المساعدات المنقذة للحياة لأكثر من شهر
- استمرار منع دخول المساعدات إلى غزة انتهاك للقانون الدولي الإنساني وعواقبه وخيمة على الأطفال
- لدينا آلاف الطرود من المساعدات تنتظر الدخول إلى قطاع غزة ويجب السماح بدخولها فورا
#الجزيرة",Real
76,2025-04-06,AJPalestine,عاجل | إذاعة الجيش الإسرائيلي,"عاجل | إذاعة الجيش الإسرائيلي عن والد أسير بغزة: 
- ليس مؤكدا أن الوزير ديرمر يفكر في إعادة الرهائن قبل القضاء على حمـ.ـاس
- ما لم نتوصل إلى اتفاق مع حمـ.ـاس فلست أرى كيف سنستعيد الرهائن
- حياة المختطفين في خطر
- عندما كنت في الأسر كنت أشعر عند كل قصف أنه تم التخلي عنا",Real
77,2025-04-06,AJPalestine,فلسطيني يتفاجأ بابنه بين مجموعة,"فلسطيني يتفاجأ بابنه بين مجموعة شهداء خلال التعرف على الجثامين
#فيديو #حرب_غزة",Real
78,2025-04-06,AJPalestine,الأزهر الشريف: الآلاف من أطفال,"الأزهر الشريف: الآلاف من أطفال غزة ذاقوا مرارة اليتم على يد عدو متوحش متعطش للدماء وقتل الأطفال. ندعو حكومات العالم الحر ومنظماته وهيئاته إلى تكثيف الجهود لوقف هذا العدوان الإرهـ.ـابي بشكل عاجل لإنقاذ ما تبقى من طفولة أبناء غزة
#حرب_غزة",Real
79,2025-04-06,AJPalestine,بلدية غزة تحذر من كارثة,"بلدية غزة تحذر من كارثة مياه تهدد السكان والنازحين
#الجزيرة #الأخبار",Real
80,2025-04-07,AJPalestine,عاجل | مراسل #الجزيرة: غارات,عاجل | مراسل #الجزيرة: غارات إسرائيلية تستهدف محيط مستشفى الأقصى وسط قطاع غزة,Real
81,2025-04-07,AJPalestine,سلط الإعلام الإسرائيلي الضوء على,"سلط الإعلام الإسرائيلي الضوء على فيديو إطلاق النار على المسعفين الفلسطينيين في رفح، إضافة إلى الفيديو الذي نشرته حمـ.ـاس لمحتجزَيْن إسرائيليَين يطالبان بصفقة تنهي الحرب
#الأخبار #حرب_غزة",Real
