Id,date,platform,title,News content,Label
69,2024-11-09,AJPalestine,"انتقد وزير الداخلية الفرنسي برونو ريتيلو رفع لافتة مكتوب عليها ""الحرية","انتقد وزير الداخلية الفرنسي برونو ريتيلو رفع لافتة مكتوب عليها ""الحرية لفلسطين"" خلال مباراة لفريق باريس سان جيرمان بدوري أبطال أوروبا قائلا إنها ""غير مقبولة"". وعندما سُئل ريتيللو عما إذا كان سيسعى إلى فرض عقوبات على النادي الفرنسي، قال: ""لا أستبعد أي شيء، سأطالب باريس سان جيرمان بتوضيحات"". #حرب_غزة",Real
70,2024-12-20,Misbar,توغلات إسرائيلية مستمرة بالأراضي السورية ضمن أكبر وأنجح عملية جوية اعتبرها جيش ا,توغلات إسرائيلية مستمرة بالأراضي السورية ضمن أكبر وأنجح عملية جوية اعتبرها جيش الاحتلال في تاريخه والأمم المتحدة تندد ضمن تغطية لآخر التطورات السورية العديد من الادعاءات المضللة والزائفة رصدها حول الأمر نقدم لكم أبرزها في هذا المقال,Fake
71,2024-11-03,AJPalestine,عاجل | القناة 12 الإسرائيلية عن مصدر أمني كبير,عاجل | القناة 12 الإسرائيلية عن مصدر أمني كبير: حان الوقت لنكون واقعيين وننهي حرب غزة ونبرم اتفاق تبادل يضمن مصالحنا,Real
72,2024-11-03,AJPalestine,عاجل | الشرطة الإسرائيلية,عاجل | الشرطة الإسرائيلية: نقوم بعمليات تمشيط في منطقة حيفا بحثا عن مواقع سقوط صواريخ أو شظايا اعتراض,Real
73,2024-11-05,Misbar,الصورة الأولى هي لقطة شاشة من فيديو نشرته وسائل إعلام إسرائيلية بتاريخ 9 ديسمبر,الصورة الأولى هي لقطة شاشة من فيديو نشرته وسائل إعلام إسرائيلية بتاريخ 9 ديسمبر 2023 أما الصورة الثانية فهي لفلسطينيين اعتقلتهم القوات الإسرائيلية في بتاريخ 10 ديسمبر 2023 اقرأ أكثر عبر تحقيق,Fake
74,2024-12-08,Misbar,الفيديو منشور على يوتيوب منذ يونيو 2014 على أنه يظهر استهداف فصائل معارضة لقوات,الفيديو منشور على يوتيوب منذ يونيو 2014 على أنه يظهر استهداف فصائل معارضة لقوات في حي الوعر في ريف خلال اشتباكات بين الطرفين حينها تفاصيل أوفى,Fake
75,2024-11-25,AJPalestine,عاجل | الجيش الإسرائيلي,عاجل | الجيش الإسرائيلي: استهدفنا محور نقل إيرانيا للوسائل القتالية يمر عبر الأراضي السورية إلى #حزب_الله والوحدة 4400,Real
76,2024-11-10,AJPalestine,أكثر من 41 شهيدا في قصف على شمال قطاع #غزة، والقسـ.ـام تقول إنها أجهزت,أكثر من 41 شهيدا في قصف على شمال قطاع #غزة، والقسـ.ـام تقول إنها أجهزت على 15 جنديا إسرائيليا من المسافة صفر في بيت لاهيا الخبر في قصة بـ #إيجاز #حرب_غزة,Real
77,2024-11-24,AJPalestine,عاجل | هيئة البث عن مسؤول إسرائيلي,عاجل | هيئة البث عن مسؤول إسرائيلي: نتنياهو حول محوري فيلادلفيا ونتساريم لعقبة أمام وقف النار بسبب سموتريتش وبن غفير,Real
78,2024-11-07,AJPalestine,عاجل | مراسل #الجزيرة,عاجل | مراسل #الجزيرة: غارة إسرائيلية على منطقة مرج حاروف جنوبي #لبنان,Real
79,2024-11-20,AJPalestine,"عاجل | ""حمـ.ـاس""","عاجل | ""حمـ.ـاس"": - ""ندين استعمال الولايات المتحدة الفيتو في مجلس الأمن ضد القرار بوقف إطلاق النار في غزة"" - ""الولايات المتحدة تثبت مجددا أنها شريك مباشر في العدوان على شعبنا ومسؤولة عن حرب الإبادة""",Real
80,2024-11-13,AJPalestine,الاحتلال ارتكب 7 مجازر خلال الساعات الـ24 الماضية وصل جراءه,صحة غزة: - ارتفاع عدد ضحايا العدوان الإسرائيلي على القطاع إلى 43.712 شهيدا و103.258 مصابا - الاحتلال ارتكب 7 مجازر خلال الساعات الـ24 الماضية وصل جراءها للمستشفيات 47 شهيدا و182 مصابا,Real
81,2024-11-03,Misbar,لم يعلن عن وقوع عمليات طعن مؤخرا في أو غيرها وجد أن الفيديو يعود إلى 31 مارس الف,لم يعلن عن وقوع عمليات طعن مؤخرا في أو غيرها وجد أن الفيديو يعود إلى 31 مارس الفائت وهو لعملية طعن نفذها شاب فلسطيني داخل مركز تجاري شرقي آنذاك اقرأ المزيد,Fake
82,2024-11-16,Misbar,موسوعة الإنجليزية تحسم موقفها حول حرب إسرائيل على غزة بأنها إبادة جماعية وحملة إ,موسوعة الإنجليزية تحسم موقفها حول حرب إسرائيل على غزة بأنها إبادة جماعية وحملة إسرائيلية سرية للتلاعب بمحتوى الموسوعة التفاصيل كاملة عبر مقال,Fake
83,2024-11-20,AJPalestine,الجيش الإسرائيلي إن الجيش رصد تسلل 3 طائرات مسيّرة أطلقت,قال المتحدث باسم الجيش الإسرائيلي إن الجيش رصد تسلل 3 طائرات مسيّرة أطلقت من لبنان، تسببت في تفعيل صفارات الإنذار في خليج حيفا والجليل. #الأخبار #حرب_غزة,Real
84,2024-11-09,AJPalestine,عاجل | القناة 12 الإسرائيلية,عاجل | القناة 12 الإسرائيلية: تضرر مبنى في المطلة شمالي إسرائيل جراء سقوط صاروخ أطلق من #لبنان,Real
85,2024-11-25,AJPalestine,عاجل | القناة 12 الإسرائيلية,عاجل | القناة 12 الإسرائيلية: نتنياهو قد يعرض اتفاق وقف إطلاق النار في #لبنان على الإسرائيليين غدا عاجل | هيئة البث الإسرائيلية: من المتوقع التصديق غدا على اتفاق وقف إطلاق النار مع #حزب_الله بضغط من القيادة العسكرية,Real
86,2024-12-15,Misbar,التصميم المنسوب إلى صفحة الجزيرةفلسطين مفبرك ولا وجود له في أي من حسابات الجزيرة,التصميم المنسوب إلى صفحة الجزيرةفلسطين مفبرك ولا وجود له في أي من حسابات الجزيرةفلسطين الرسمية على مواقع التواصل ولا على الموقع الرسمي لقناة الجزيرة كما لم ينشر أي مصدر إعلامي موثوق التصريح المنسوب إلى القيادي في حركة حماس باسم نعيم للمزيد,Fake
87,2024-11-14,AJPalestine,أكسيوس عن مصادر:,أكسيوس عن مصادر: - بايدن التقى قبيل لقائه ترمب بعائلات الرهائن الأمريكيين في غزة - بايدن طلب من ترمب العمل معا للدفع باتجاه التوصل إلى اتفاق لوقف إطلاق النار بغزة #الجزيرة,Real
88,2024-11-03,AJPalestine,استشهد نحو 28 فلسطينيا في غارات للاحتلال على القطاع، 15 منهم شمالي الق,استشهد نحو 28 فلسطينيا في غارات للاحتلال على القطاع، 15 منهم شمالي القطاع، في حين وصل عدد الشهداء إلى 43 ألفا و314، وعدد الجرحى زاد على 100 ألف.. التفاصيل مع مراسل الجزيرة رامي أبو طعيمة #الأخبار #حرب_غزة,Real
89,2024-11-24,AJPalestine,عاجل | واللا,عاجل | واللا: الدفعات الصاروخية من #لبنان لا تتوقف ويتم الآن تفعيل صفارات الإنذار بمنطقة ميرون في الجليل الأعلى,Real
90,2024-12-30,Misbar,الفيديو يتألف من مقاطع منفصلة مقتطعة من تقرير منشور في 14 يوليو 2021 وتظهر اشتبا,الفيديو يتألف من مقاطع منفصلة مقتطعة من تقرير منشور في 14 يوليو 2021 وتظهر اشتباكات بين قوات النهوض الشعبي وبين حركة طالبان تفاصيل أوفى,Fake
