Id,date,platform,News content,title,Label
41,2024-05-14 02:09:01,AJPalestine,عاجل مراسل قصف مدفعي إسرائيلي عنيف وإطلاق نار كثيف وسط وشرقي مدينة جنوب قطاع غزة,عاجل مراسل قصف مدفعي إسرائيلي عنيف وإطلاق نار كثيف وسط وشرقي مدينة جنوب قطاع غزة,Real
42,2024-05-10 00:25:07,AJPalestine,عاجل الــمقــاومة الإسلامية في هاجمنا بالمسيرات هدفا حيويا في إيلات بأراضينا الفلسطينية المحتلة استهدفنا بالمسيرات موقعا عسكرياً صهيونيا في إيلات,هاجمنا بالمسيرات هدفا حيويا في إيلات بأراضينا الفلسطينية المحتلة,Real
43,2024-05-25 18:18:34,AJPalestine,عاجل أسامة حمدان للجزيرة هناك مقترح وافقنا عليه ورفضته إسرائيل ولا ضمانة بقبولها مقترحات جديدة للذهاب للمفاوضات إذا لم تكن هناك ضمانات جدية فهذا يعني منح إسرائيل مزيدا من الوقت لاستمرار العدوان الحديث عن الاستعداد الإسرائيلي للهدوء المستمر لا يكفي المطلوب هو الانسحاب الإسرائيلي الفوري من قطاع غزة وأن يتوقف كل العدوان الأولوية أن ينفذ قرار محكمة العدل الدولية وأن يعلن بايدن استعداده لإلزام إسرائيل بذلك لا يمكن الثقة بأي مقترح إسرائيلي ولماذا نقبل مقترحا بعد مقترح الوسطاء الذي وافقنا عليه,إذا لم تكن هناك ضمانات جدية فهذا يعني منح إسرائيل مزيدا من الوقت لاستمرار العدوان,Real
44,2024-05-24 07:56:24,AJPalestine,عاجل الجيش الإسرائيلي انتشال جثث أسرى بغزة هم الإسرائيليان حنان يفلونكا وميشيل نيسنباوم والسائح أورين هرناندز انتشال جثث الأسرى الثلاثة تم في جباليا بالتعاون مع الشاباك ووحدة ياهالوم نواصل عملياتنا العسكرية والاستخبارية من أجل استعادة المخطوفين كافة,انتشال جثث أسرى بغزة هم الإسرائيليان حنان يفلونكا وميشيل نيسنباوم والسائح أورين هرناندز,Real
45,2024-05-09 03:15:05,AJPalestine,مراسل الجزيرة شهداء وجرحى جراء القصف الإسرائيلي المستمر على قطاع غزة,مراسل الجزيرة شهداء وجرحى جراء القصف الإسرائيلي المستمر على قطاع غزة,Real
46,2024-05-23 11:22:52,AJPalestine,طفلة فلسطينية نازحة تبكي شوقًا لرؤية والدها المتواجد في شمال غزة,طفلة فلسطينية نازحة تبكي شوقًا لرؤية والدها المتواجد في شمال غزة,Real
47,2024-05-19 10:54:24,AJPalestine,الناطق باسم الدفاع المدني بغزة للجزيرة هناك أعداد كبيرة من الشهداء والجرحى في مخيم جباليا,الناطق باسم الدفاع المدني بغزة للجزيرة هناك أعداد كبيرة من الشهداء والجرحى في مخيم جباليا,Real
48,2024-05-19 17:31:30,AJPalestine,الشرطة الأمريكية تعتدي بالضرب المبرح على متظاهرين داعمين لغزة بمدينة نيويورك,الشرطة الأمريكية تعتدي بالضرب المبرح على متظاهرين داعمين لغزة بمدينة نيويورك,Real
49,2024-05-02 18:26:10,AJPalestine,عاجل الخارجية الأمريكية هناك مقترح مطروح على الطاولة يجيب على كثير من مطالب حماس وإسرائيل قدمت تنازلات المقترح المطروح على الطاولة يحقق وقفا فوريا لإطلاق النار وهذا ما نحاول تحقيقه لا نؤيد عملية كبيرة برفح ونعتقد بوجود طرق أفضل لمعالجة التهديد الذي لا تزال تشكله حماس الهجمات على شحنات المساعدات غير مقبولة ويتعين على إسرائيل اتخاذ خطوات لمنعها على إسرائيل اتخاذ الخطوات اللازمة لمحاسبة من هاجم قوافل المساعدات إلى غزة واضحون بأن المحكمة الجنائية الدولية لا تملك ولاية قضائية في الصراع الفلسطيني الإسرائيلي,لا نؤيد عملية كبيرة برفح ونعتقد بوجود طرق أفضل لمعالجة التهديد الذي لا تزال تشكله حماس,Real
50,2024-05-30 17:24:09,AJPalestine,أكد أن الطريق الوحيد لاستعادة الأسرى أحياء هو الموافقة على صفقة تبادل ووقف إطلاق النار سرايا القدس تبث صورا للأسير الإسرائيلي المحتجز لديها ألكسندر توربانوف,أكد أن الطريق الوحيد لاستعادة الأسرى أحياء هو الموافقة على صفقة تبادل ووقف إطلاق النار,Real
51,2024-05-18 17:40:13,AJPalestine,مشاهد لتصويب شرطي فرنسي سلاحه نحو ناشطين داعمين لفلسطين,مشاهد لتصويب شرطي فرنسي سلاحه نحو ناشطين داعمين لفلسطين,Real
52,2024-05-06 03:40:03,AJPalestine,من البنى التحتية والمستشفيات في غزة دُمّر,من البنى التحتية والمستشفيات في غزة دُمّر,Real
53,2024-05-15 10:22:28,AJPalestine,كتائب تنشر مشاهد لمسيرة إسرائيلية استحوذت عليها خلال تحليقها في أجواء غرب مخيم شمالي قطاع,كتائب تنشر مشاهد لمسيرة إسرائيلية استحوذت عليها خلال تحليقها في أجواء غرب مخيم شمالي قطاع,Real
54,2024-05-16 04:17:07,AJPalestine,استشهاد فلسطينيا بقصف إسرائيلي على مركز الصبرة الصحي بمدينة غزة,استشهاد فلسطينيا بقصف إسرائيلي على مركز الصبرة الصحي بمدينة غزة,Real
55,2024-05-07 17:59:50,AJPalestine,مؤيدو فلسطين يتظاهرون دعمًا لغزة في كوبنهاغن,مؤيدو فلسطين يتظاهرون دعمًا لغزة في كوبنهاغن,Real
56,2024-05-16 13:34:12,AJPalestine,كــتائب الــقســام تستهدف تحشدات وآليات إسرائيلية شرق مخيم جباليا شمال قطاع غزة,ـام تستهدف تحشدات وآليات إسرائيلية شرق مخيم جباليا شمال قطاع غزة,Real
57,2024-05-29 11:14:51,AJPalestine,عاجل كتائب القســام أوقعنا من جنود الاحتلال بين قتيل وجريح بتفجير عبوة رعدية في حي التنور شرقي مدينة رفح ســرايا القدس استهدفنا جرافة عسكرية صهيونية بصاروخ جنوب مخيم يبنا بمدينة,ـام أوقعنا من جنود الاحتلال بين قتيل وجريح بتفجير عبوة رعدية في حي التنور شرقي مدينة رفح,Real
58,2024-05-09 23:30:25,AJPalestine,دمار وضحايا في قصف إسرائيلي استهدف منزلا في مخيم الشاطئ غرب مدينة غزة,دمار وضحايا في قصف إسرائيلي استهدف منزلا في مخيم الشاطئ غرب مدينة غزة,Real
59,2024-05-12 04:49:35,AJPalestine,عاجل مجموعات عرين الأسود ننعى الشهيد سامر رمانة أحد مقاتلينا الذي استشهد خلال اقتحام جيش الاحتلال لمخيم بلاطة,عاجل مجموعات عرين الأسود ننعى الشهيد سامر رمانة أحد مقاتلينا الذي استشهد خلال اقتحام جيش الاحتلال لمخيم بلاطة,Real
60,2024-05-28 13:36:54,AJPalestine,عاجل صحة غزة مجزرة جديدة برفح,عاجل صحة غزة مجزرة جديدة برفح,Real
61,2024-05-29 21:24:01,AJPalestine,عاجل مراسل قوات الاحتلال تقتحم قرية مادما جنوب نابلس في الضفة الغربية,عاجل مراسل قوات الاحتلال تقتحم قرية مادما جنوب نابلس في الضفة الغربية,Real
62,2024-05-22 14:50:11,AJPalestine,عاجل القسام مجاهدونا تمكنوا من قنص جنود صهاينة شمال بيت حانون شمالي قطاع غزة,عاجل القسام مجاهدونا تمكنوا من قنص جنود صهاينة شمال بيت حانون شمالي قطاع غزة,Real
63,2024-05-16 13:03:39,AJPalestine,الرئيس الفلسطيني يجب منع تهجير الفلسطينيين من غزة أو الضفة إلى خارج بلادهم وتكرار مأساتي و، والعملية العسكرية التي نفذتها حماس يوم أكتوبر بقرار منفرد وفرت لإسرائيل مزيدا من الذرائع لمهاجمة القطاع,الرئيس الفلسطيني يجب منع تهجير الفلسطينيين من غزة أو الضفة إلى خارج بلادهم وتكرار مأساتي و، والعملية العسكرية التي نفذتها حماس يوم أكتوبر بقرار منفرد وفرت لإسرائيل مزيدا من الذرائع لمهاجمة القطاع,Real
64,2024-05-10 17:15:11,AJPalestine,عاجل أي بي سي عن مصدر إسرائيلي مفاوضات الهدنة بين حماس وإسرائيل متوقفة وليست هناك محادثات جارية,عاجل أي بي سي عن مصدر إسرائيلي مفاوضات الهدنة بين حماس وإسرائيل متوقفة وليست هناك محادثات جارية,Real
65,2024-05-18 03:15:07,AJPalestine,مراسل الجزيرة قوات الاحتلال تعجز عن سحب دبابة استهدفتها المقاومــة في جباليا,مراسل الجزيرة قوات الاحتلال تعجز عن سحب دبابة استهدفتها المقاومـ,Real
66,2024-05-13 09:57:29,AJPalestine,كاميرا ترصد حركة نزوح آلاف المواطنين من مراكز الإيواء بمخيم جباليا وسط إطلاق كثيف للنيران من قبل الاحتلال تقرير أنس الشريف,كاميرا ترصد حركة نزوح آلاف المواطنين من مراكز الإيواء بمخيم جباليا وسط إطلاق كثيف للنيران من قبل الاحتلال تقرير أنس الشريف,Real
67,2024-05-20 16:49:53,AJPalestine,عاجل مراسل متظاهرون يتقدمون صوب مقر إقامة نتنياهو في القدس,عاجل مراسل متظاهرون يتقدمون صوب مقر إقامة نتنياهو في القدس,Real
68,2024-05-03 09:39:46,AJPalestine,قوات الاحتلال تمنع شبانا فلسطينيين من الدخول للمسجد الأقصى لأداء صلاة الجمعة,قوات الاحتلال تمنع شبانا فلسطينيين من الدخول للمسجد الأقصى لأداء صلاة الجمعة,Real
69,2024-05-20 12:51:20,AJPalestine,عاجل كتائب القسام قصفنا قوات العدو داخل معبر البري جنوبي قطاع غزة بقذائف هاون,عاجل كتائب القسام قصفنا قوات العدو داخل معبر البري جنوبي قطاع غزة بقذائف هاون,Real
70,2024-05-19 14:54:40,AJPalestine,ارتفاع عدد الشهداء نتيجة استهداف قوات الاحتلال الإسرائيلي مربعا سكنيا في مخيم النصيرات وسط قطاع غزة إلى واحد وثلاثين شهيدا، جُلهم من الاطفال والنساء مراسل الجزيرة أشرف أبو عمرة توجه إلى المكان المستهدف ورصد آثار القصف وما خلفه من دمار وضحايا,ارتفاع عدد الشهداء نتيجة استهداف قوات الاحتلال الإسرائيلي مربعا سكنيا في مخيم النصيرات وسط قطاع غزة إلى واحد وثلاثين شهيدا، جُلهم من الاطفال والنساء,Real
71,2024-05-07 20:10:15,AJPalestine,قضاة يعاقبون طلبة الحقوق في جامعة كولومبيا بسبب دعمهم لغزة,قضاة يعاقبون طلبة الحقوق في جامعة كولومبيا بسبب دعمهم لغزة,Real
72,2024-05-24 16:32:52,AJPalestine,محكمة العدل الدولية تأمر إسرائيل بوقف الهجوم على بغزة,محكمة العدل الدولية تأمر إسرائيل بوقف الهجوم على بغزة,Real
73,2024-05-27 15:07:01,AJPalestine,مشاهد لوصول شهداء وجرحى إلى مستشفى شهداء الأقصى بدير البلح جراء قصف إسرائيلي استهدف مخيم النصيرات وسط قطاع غزة,مشاهد لوصول شهداء وجرحى إلى مستشفى شهداء الأقصى بدير البلح جراء قصف إسرائيلي استهدف مخيم النصيرات وسط قطاع غزة,Real
74,2024-05-25 15:24:06,AJPalestine,عاجل عائلات الأسرى الإسرائيليين في غزة لن تكون هناك صفقة تبادل دون وقف الحرب نظرية القضاء على حماس وتحرير المختطفين معا فشلت غالبية المواطنين يدعمون وقف الحرب مقابل إعادة المختطفين,نظرية القضاء على حماس وتحرير المختطفين معا فشلت,Real
75,2024-05-31 04:49:33,AJPalestine,شهداء وجرحى بقصف إسرائيلي استهدف مخيمي النصيرات والبريج وسط قطاع غزة,شهداء وجرحى بقصف إسرائيلي استهدف مخيمي النصيرات والبريج وسط قطاع غزة,Real
76,2024-05-08 12:23:43,AJPalestine,اللحظات الأولى عقب غارة عنيفة شنها الاحتلال الإسرائيلي على بلدة الخيام جنوبي,اللحظات الأولى عقب غارة عنيفة شنها الاحتلال الإسرائيلي على بلدة الخيام جنوبي,Real
77,2024-05-31 08:24:56,AJPalestine,عاجل مكتب الإعلام الحكومي بغزة أكثر من من مخابز قطاع غزة توقفت عن العمل بسبب انعدام غاز الطهي أكثر من بئر توقفت عن العمل بسبب استهداف الاحتلال ومنعه إدخال الوقود للقطاع نحمل الاحتلال والإدارة الأمريكية والدول المنخرطة في الإبادة مسؤولية تداعيات الحرب,أكثر من بئر توقفت عن العمل بسبب استهداف الاحتلال ومنعه إدخال الوقود للقطاع,Real
78,2024-05-14 00:35:01,AJPalestine,شهداء وجرحى في غارة إسرائيلية استهدفت منزلا في بيت لاهيا شمال قطاع غزة,شهداء وجرحى في غارة إسرائيلية استهدفت منزلا في بيت لاهيا شمال قطاع غزة,Real
79,2024-05-12 08:24:36,AJPalestine,عاجل ABC عن مسؤولين سابقين بالخارجية الأمريكية واشنطن تجنبت التطرق لواجباتها القانونية في تقرير الأسلحة لإسرائيل على إدارة بايدن إدراك أن تزويد إسرائيل بأسلحة فتاكة هو مشكلة قانونية وليست سياسية أكثر من ألف فلسطيني بينهم ألف طفل قتل معظمهم بذخائر أمريكية,على إدارة بايدن إدراك أن تزويد إسرائيل بأسلحة فتاكة هو مشكلة قانونية وليست سياسية,Real
80,2024-05-24 17:58:13,AJPalestine,عاجل وزارة الصحة بغزة الاحتلال ارتكب مجازر في القطاع خلال ساعة راح ضحيتها شهيدا و مصابا ارتفاع عدد ضحايا العدوان الإسرائيلي إلى شهيدا و مصابا منذ أكتوبر,ارتفاع عدد ضحايا العدوان الإسرائيلي إلى شهيدا و مصابا منذ أكتوبر,Real
81,2024-05-07 17:11:47,AJPalestine,كتــائــب القســام بالاشتراك مع كتائب الشهيد جهاد جبريل تستهدف مواقع ومقرات الاحتلال في محور نتساريم بالقذائف والصواريخ,ـام بالاشتراك مع كتائب الشهيد جهاد جبريل تستهدف مواقع ومقرات الاحتلال في محور نتساريم بالقذائف والصواريخ,Real
82,2024-05-27 13:43:50,AJPalestine,العشرات بين شهداء وجرحى بقصف مركز إيواء شمال قطاع غزة,العشرات بين شهداء وجرحى بقصف مركز إيواء شمال قطاع غزة,Real
83,2024-05-01 17:16:59,AJPalestine,تحيا الحركة الطلابية وقفة أمام البرلمان المغربي دعمًا للحراك العالمي المناصر لفلسطين,وقفة أمام البرلمان المغربي دعمًا للحراك العالمي المناصر لفلسطين,Real
84,2024-05-30 09:34:02,AJPalestine,احتراق سوق الخضار المركزي في مدينة رام الله بفعل قنابل الاحتلال تقرير محمد خيري,احتراق سوق الخضار المركزي في مدينة رام الله بفعل قنابل الاحتلال,Real
85,2024-05-29 03:22:20,AJPalestine,تواصل الاحتجاجات في باريس رفضا للحرب على غزة وللمطالبة بمحاسبة إسرائيل على انتهاكها للقانون الدولي,تواصل الاحتجاجات في باريس رفضا للحرب على غزة وللمطالبة بمحاسبة إسرائيل على انتهاكها للقانون الدولي,Real
86,2024-05-21 07:05:24,AJPalestine,يا حبيبي إنت عائلة الشاب أسامة أبو حجير تودعه بعد أن قتله الاحتلال الإسرائيلي في شمالي الضفة الغربية,عائلة الشاب أسامة أبو حجير تودعه بعد أن قتله الاحتلال الإسرائيلي في شمالي الضفة الغربية,Real
87,2024-05-20 16:01:46,AJPalestine,مشهد مؤلم لإصابة طفل رضيع بغارات إسرائيلية استهدفت مدينة غزة,مشهد مؤلم لإصابة طفل رضيع بغارات إسرائيلية استهدفت مدينة غزة,Real
88,2024-05-18 18:40:46,AJPalestine,مشاهد لوصول جرحى ووداع الأهالي للشهداء عقب قصف إسرائيلي استهدف مخيم جباليا شمالي غزة,مشاهد لوصول جرحى ووداع الأهالي للشهداء عقب قصف إسرائيلي استهدف مخيم جباليا شمالي غزة,Real
89,2024-05-15 21:21:05,AJPalestine,عاجل مراسل الاحتلال يقتحم مدن نابلس وطولكرم وأريحا وقلقيلية وطوباس وبيت لحم ورام الله والبيرة بالضفة,عاجل مراسل الاحتلال يقتحم مدن نابلس وطولكرم وأريحا وقلقيلية وطوباس وبيت لحم ورام الله والبيرة بالضفة,Real
